condition,id,display_text,english_gloss,retrieval_query,list_primary,list_secondary,pred_top1,pred_top2,pred_top3,top1_confidence,hits1,hits3,partial_credit,top_retrieval_score,top_retrieved_case,retrieved_doc_names,top1_reasoning
B_TuluOnly,5,enna nerakare enna jagga detae,My neighbor took my land,enna nerakare enna jagga detae,Land/Property,,Housing,Torts/Individuals,Consumer/Money/Debt,0.80,False,False,False,0.8615,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Amith Ramachandra | Dr. Alfred Aranha,"The situation appears to be related to the person's family or household, which is a common concern in housing matters."
B_TuluOnly,6,yera enan badutu padi boca enna kai benae undu,After someone hit me with a stick my hand hurts,yera enan badutu padi boca enna kai benae undu,Torts/Individuals,,Torts/Individuals,Housing,Land/Property,0.90,True,True,False,0.8630,Amith Ramachandra vs. Shantha,Amith Ramachandra | Daneshwari | Nikitha A.,The situation appears to involve a personal dispute over property or inheritance rights.
B_TuluOnly,7,enna dhani yan podu panda pandare matra dal karana kori-ijjar,My boss told me to leave without any reason,enna dhani yan podu panda pandare matra dal karana kori-ijjar,Work/Employment,,Consumer/Money/Debt,Courts/Legal-System,Torts/Individuals,0.80,False,False,False,0.8655,Daneshwari vs. Raghavendra Mathapati,Daneshwari | Sridhar P. | Sadashiva Shetty,"The situation appears to be related to financial issues, specifically a check bouncing due to insufficient funds."
B_TuluOnly,8,yan kas sala kenuna jana wapas koryijare,The person I lent money to is not returning it,yan kas sala kenuna jana wapas koryijare,Consumer/Money/Debt,,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,0.8466,Amith Ramachandra vs. Shantha,Amith Ramachandra | Sadashiva Shetty | Dr. Alfred Aranha,The situation involves a dispute over property rights.
B_TuluOnly,9,enna oppigay ijjandae yera enna ille-g battae,Someone came into my house without my permission,enna oppigay ijjandae yera enna ille-g battae,Housing,Land/Property,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,0.8436,Dr. Alfred Aranha vs. Sahel Peter Aranha,Dr. Alfred Aranha | Shanty Kokoth | Dr. Alfred Aranha,The situation involves uncertainty about something related to the person's property.
B_TuluOnly,10,akleg enkulu yette nirnaya maltina kas jasti bodu,They want more money than what we decided,akleg enkulu yette nirnaya maltina kas jasti bodu,Consumer/Money/Debt,,Torts/Individuals,Courts/Legal-System,Work/Employment,0.90,False,False,False,0.8428,Akkamma vs. Ramesh Patil,Akkamma | Dr. Alfred Aranha | Amith Ramachandra,"The situation involves a personal dispute between individuals, specifically regarding WhatsApp messages."
B_TuluOnly,11,enkulu yeppa mugiodu panda nirnaya malponaid dumbu mugiyere,They ended our agreement before the time we decided,enkulu yeppa mugiodu panda nirnaya malponaid dumbu mugiyere,Consumer/Money/Debt,Courts/Legal-System,Courts/Legal-System,Torts/Individuals,IP/Identity,0.50,False,True,True,0.8541,State vs. M. Shanthilal Manikylal,State | Dr. Alfred Aranha | Neelamegham,"The situation involves an unknown problem, which might be related to legal proceedings or court involvement."
B_TuluOnly,12,yan kakaji-da mittae pudar padyae matra dadae baryina panda gothiji,I signed a paper but did not understand what it said,yan kakaji-da mittae pudar padyae matra dadae baryina panda gothiji,Courts/Legal-System,Consumer/Money/Debt,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,False,True,True,0.8616,Daneshwari vs. Raghavendra Mathapati,Daneshwari | Akkamma | Sadashiva Shetty,"The situation involves issues with property, inheritance, and financial matters."
B_TuluOnly,13,yan kakaji-da mitte pudar padi boca akulu dadae nirnaya maltere panda maltijere,After I signed the paper they did not do what they agreed to,yan kakaji-da mitte pudar padi boca akulu dadae nirnaya maltere panda maltijere,Consumer/Money/Debt,,Consumer/Money/Debt,Courts/Legal-System,Housing,0.80,True,True,False,0.8486,Akkamma vs. Ramesh Patil,Akkamma | Manju K | Sadashiva Shetty,The situation appears to involve a dispute over a financial or property-related matter.
B_TuluOnly,14,enk wo court-g podu panda gothiji,I don't know which court I should go to,enk wo court-g podu panda gothiji,Courts/Legal-System,,Courts/Legal-System,Torts/Individuals,IP/Identity,0.90,True,True,False,0.8638,Daneshwari vs. Raghavendra Mathapati,Daneshwari | Akkamma | State,The situation involves going to court and dealing with some kind of issue.
B_TuluOnly,15,enk kas korodu-na jana betae jagga ullare,The person who owes me money is in a different place,enk kas korodu-na jana betae jagga ullare,Courts/Legal-System,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,Land/Property,0.90,False,True,True,0.8628,Amith Ramachandra vs. Shantha,Amith Ramachandra | Dr. Alfred Aranha | State,"The situation involves a dispute between individuals over property or land, which falls under the realm of tort law."
B_TuluOnly,16,enna neerekare-na mara enna ille-da mitte burud'd hal maltinde,My neighbor's tree fell on my house and damaged it,enna neerekare-na mara enna ille-da mitte burud'd hal maltinde,Torts/Individuals,Housing,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,0.8417,State vs. Sudhakar Pai (Manipal Advertising),State | Nikitha A. | Neelamegham,The situation involves a dispute over property rights and ownership.
B_TuluOnly,17,yera enna jagga-da mittae kenijja culud'd popujae,Someone is living on my land without asking and won't leave,yera enna jagga-da mittae kenijja culud'd popujae,Land/Property,Housing,Torts/Individuals,Housing,Work/Employment,0.80,False,True,True,0.8423,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Amith Ramachandra | Akkamma,"The situation appears to involve a dispute or conflict between two individuals (the speaker and their spouse), which is typical of tort cases."
B_TuluOnly,18,betae jana aklena samanda mitte enna pudar pad'd maruwae,Someone is selling their things using my name,betae jana aklena samanda mitte enna pudar pad'd maruwae,IP/Identity,,Torts/Individuals,Courts/Legal-System,Work/Employment,0.80,False,False,False,0.8583,Akkamma vs. Ramesh Patil,Akkamma | Sadashiva Shetty | Amith Ramachandra,"The situation involves a personal issue and potential harm to an individual (betae jana aklena samanda mitte enna pudar pad'd maruwae), which suggests a tort or individual rights issue."
B_TuluOnly,19,enna parat dhoni enan posa belae soor malpere ontaiyare,My old employer is stopping me from starting my own work,enna parat dhoni enan posa belae soor malpere ontaiyare,Work/Employment,,Torts/Individuals,Courts/Legal-System,Work/Employment,0.90,False,True,True,0.8608,Nikitha A. vs. Santhosh Ghatke,Nikitha A. | State | Amith Ramachandra,"The situation appears to be a personal dispute or injury caused by another individual, which fits the Torts/Individuals category."
B_TuluOnly,20,enna kotumba enna popae tir poyi boca enk korpina da jagga detere,After my father passed away my family took the land that was meant to be given to me,enna kotumba enna popae tir poyi boca enk korpina da jagga detere,Estates/Wills,Land/Property,Housing,Consumer/Money/Debt,Torts/Individuals,0.80,False,False,False,0.8484,Amith Ramachandra vs. Shantha,Amith Ramachandra | Akkamma | Neelamegham,"The situation appears to be related to a family's living arrangements and property ownership, with mentions of 'shrirakkeppada' (a type of house) and 'maduve kala' (marriage)."
C_Phase1Priming,1,enna yejamaana enna kas wapas koryiijare,My landlord did not give back my money,enna yejamaana enna kas wapas koryiijare,Housing,Consumer/Money/Debt,Estates/Wills,Courts/Legal-System,Torts/Individuals,0.80,False,False,False,0.8482,Amith Ramachandra vs. Shantha,Amith Ramachandra | Akkamma | Vishwajit Umesh Naik,The situation involves disputes over property rights and inheritance.
C_Phase1Priming,2,enna dhani i thingoal kas koryijare,My employer did not pay me this month,enna dhani i thingoal kas koryijare,Work/Employment,,Consumer/Money/Debt,Courts/Legal-System,Torts/Individuals,0.80,False,False,False,0.8505,Gagan B.S. vs. Shivamurthy T.,Gagan B.S. | Sridhar P. | Vishwajit Umesh Naik,"The situation appears to be related to a financial issue, as the person is facing a problem with insufficient funds and seems to be struggling to manage their finances."
C_Phase1Priming,3,yera enna bailee tundu maltd'd eddae maltijji,Someone broke my fence and did not fix it,yera enna bailee tundu maltd'd eddae maltijji,Torts/Individuals,,Estates/Wills,Torts/Individuals,Land/Property,0.80,False,True,True,0.8474,Shanty Kokoth vs. Shankar Ganesh P.J.,Shanty Kokoth | Premalatha | Dr. Alfred Aranha,The situation involves a possible dispute over property rights and inheritance.
C_Phase1Priming,4,yan yera-g kas kori boca al poyal,I gave someone money and they disappeared,yan yera-g kas kori boca al poyal,Consumer/Money/Debt,,Estates/Wills,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,0.8295,Sridhar P. vs. Ramesh,Sridhar P. | Amith Ramachandra | Dr. Alfred Aranha,The situation appears to involve disputes over property and inheritance.
C_Phase1Priming,5,enna nerakare enna jagga detae,My neighbor took my land,enna nerakare enna jagga detae,Land/Property,,Estates/Wills,Torts/Individuals,Courts/Legal-System,0.80,False,False,False,0.8615,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Amith Ramachandra | Dr. Alfred Aranha,"The situation appears to be related to family or household matters, which are typically governed by laws of inheritance and property rights."
C_Phase1Priming,6,yera enan badutu padi boca enna kai benae undu,After someone hit me with a stick my hand hurts,yera enan badutu padi boca enna kai benae undu,Torts/Individuals,,Torts/Individuals,Land/Property,Housing,0.90,True,True,False,0.8630,Amith Ramachandra vs. Shantha,Amith Ramachandra | Daneshwari | Nikitha A.,The situation appears to involve a family dispute over property or inheritance rights.
C_Phase1Priming,7,enna dhani yan podu panda pandare matra dal karana kori-ijjar,My boss told me to leave without any reason,enna dhani yan podu panda pandare matra dal karana kori-ijjar,Work/Employment,,Consumer/Money/Debt,Courts/Legal-System,Torts/Individuals,0.80,False,False,False,0.8655,Daneshwari vs. Raghavendra Mathapati,Daneshwari | Sridhar P. | Sadashiva Shetty,"The situation appears to be related to financial difficulties and debt, as the person is facing a problem with insufficient funds."
C_Phase1Priming,8,yan kas sala kenuna jana wapas koryijare,The person I lent money to is not returning it,yan kas sala kenuna jana wapas koryijare,Consumer/Money/Debt,,Land/Property,Courts/Legal-System,Torts/Individuals,0.90,False,False,False,0.8466,Amith Ramachandra vs. Shantha,Amith Ramachandra | Sadashiva Shetty | Dr. Alfred Aranha,The situation involves a dispute over property rights and shares in a specific schedule property.
C_Phase1Priming,9,enna oppigay ijjandae yera enna ille-g battae,Someone came into my house without my permission,enna oppigay ijjandae yera enna ille-g battae,Housing,Land/Property,Work/Employment,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,0.8436,Dr. Alfred Aranha vs. Sahel Peter Aranha,Dr. Alfred Aranha | Shanty Kokoth | Dr. Alfred Aranha,"The situation involves a resignation or termination of service, which is typical of employment-related issues."
C_Phase1Priming,10,akleg enkulu yette nirnaya maltina kas jasti bodu,They want more money than what we decided,akleg enkulu yette nirnaya maltina kas jasti bodu,Consumer/Money/Debt,,Torts/Individuals,Courts/Legal-System,Work/Employment,0.90,False,False,False,0.8428,Akkamma vs. Ramesh Patil,Akkamma | Dr. Alfred Aranha | Amith Ramachandra,"The situation involves a child's involvement in sharing private messages, which suggests a potential tort or legal issue."
C_Phase1Priming,11,enkulu yeppa mugiodu panda nirnaya malponaid dumbu mugiyere,They ended our agreement before the time we decided,enkulu yeppa mugiodu panda nirnaya malponaid dumbu mugiyere,Consumer/Money/Debt,Courts/Legal-System,Land/Property,Courts/Legal-System,Torts/Individuals,0.80,False,True,True,0.8541,State vs. M. Shanthilal Manikylal,State | Dr. Alfred Aranha | Neelamegham,"The situation appears to be related to a dispute or issue with land or property, as it involves the concept of 'nirnaya' (decision) and 'malponaid' (land), which suggests a conflict over ownership or possession."
C_Phase1Priming,12,yan kakaji-da mittae pudar padyae matra dadae baryina panda gothiji,I signed a paper but did not understand what it said,yan kakaji-da mittae pudar padyae matra dadae baryina panda gothiji,Courts/Legal-System,Consumer/Money/Debt,Housing,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,0.8616,Daneshwari vs. Raghavendra Mathapati,Daneshwari | Akkamma | Sadashiva Shetty,The situation involves a family matter related to marriage and living arrangements.
C_Phase1Priming,13,yan kakaji-da mitte pudar padi boca akulu dadae nirnaya maltere panda maltijere,After I signed the paper they did not do what they agreed to,yan kakaji-da mitte pudar padi boca akulu dadae nirnaya maltere panda maltijere,Consumer/Money/Debt,,Consumer/Money/Debt,Courts/Legal-System,Torts/Individuals,0.90,True,True,False,0.8486,Akkamma vs. Ramesh Patil,Akkamma | Manju K | Sadashiva Shetty,The situation involves a dispute over property and financial issues.
C_Phase1Priming,14,enk wo court-g podu panda gothiji,I don't know which court I should go to,enk wo court-g podu panda gothiji,Courts/Legal-System,,Courts/Legal-System,Torts/Individuals,IP/Identity,0.90,True,True,False,0.8638,Daneshwari vs. Raghavendra Mathapati,Daneshwari | Akkamma | State,The situation involves going to court and dealing with some kind of issue or dispute.
C_Phase1Priming,15,enk kas korodu-na jana betae jagga ullare,The person who owes me money is in a different place,enk kas korodu-na jana betae jagga ullare,Courts/Legal-System,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,IP/Identity,0.90,False,True,True,0.8628,Amith Ramachandra vs. Shantha,Amith Ramachandra | Dr. Alfred Aranha | State,The situation involves a personal dispute over property rights.
C_Phase1Priming,16,enna neerekare-na mara enna ille-da mitte burud'd hal maltinde,My neighbor's tree fell on my house and damaged it,enna neerekare-na mara enna ille-da mitte burud'd hal maltinde,Torts/Individuals,Housing,Consumer/Money/Debt,Courts/Legal-System,Land/Property,0.80,False,False,False,0.8417,State vs. Sudhakar Pai (Manipal Advertising),State | Nikitha A. | Neelamegham,"The situation appears to be related to financial issues, with phrases like 'ಅಕ್ರಮವಾಗಿ ಹಣ' and 'ಪಡೆಯಲು ಮತ್ತು ಹಗೆ ಸಾಧಿಸಲು'. This suggests a problem with money or debt."
C_Phase1Priming,17,yera enna jagga-da mittae kenijja culud'd popujae,Someone is living on my land without asking and won't leave,yera enna jagga-da mittae kenijja culud'd popujae,Land/Property,Housing,Torts/Individuals,Land/Property,Courts/Legal-System,0.80,False,True,True,0.8423,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Amith Ramachandra | Akkamma,"The situation involves a marital dispute and personal injury, which is the primary focus."
C_Phase1Priming,18,betae jana aklena samanda mitte enna pudar pad'd maruwae,Someone is selling their things using my name,betae jana aklena samanda mitte enna pudar pad'd maruwae,IP/Identity,,Torts/Individuals,Courts/Legal-System,Work/Employment,0.90,False,False,False,0.8583,Akkamma vs. Ramesh Patil,Akkamma | Sadashiva Shetty | Amith Ramachandra,"The situation involves someone else's property being taken away without their consent, which falls under the category of torts involving individuals."
C_Phase1Priming,19,enna parat dhoni enan posa belae soor malpere ontaiyare,My old employer is stopping me from starting my own work,enna parat dhoni enan posa belae soor malpere ontaiyare,Work/Employment,,Torts/Individuals,Courts/Legal-System,Work/Employment,0.90,False,True,True,0.8608,Nikitha A. vs. Santhosh Ghatke,Nikitha A. | State | Amith Ramachandra,The situation appears to involve a dispute between individuals regarding ownership or possession of something.
C_Phase1Priming,20,enna kotumba enna popae tir poyi boca enk korpina da jagga detere,After my father passed away my family took the land that was meant to be given to me,enna kotumba enna popae tir poyi boca enk korpina da jagga detere,Estates/Wills,Land/Property,Housing,Consumer/Money/Debt,Torts/Individuals,0.80,False,False,False,0.8484,Amith Ramachandra vs. Shantha,Amith Ramachandra | Akkamma | Neelamegham,"The person is discussing their father's house and their plans to move in with them after marriage, which suggests a housing-related issue."
D_KannadaScript,1,ಎನ್ನ ಯಜಮಾನ ಎನ್ನ ಕಾಸು ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,My landlord did not give back my money,ಎನ್ನ ಯಜಮಾನ ಎನ್ನ ಕಾಸು ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,Housing,Consumer/Money/Debt,Consumer/Money/Debt,Housing,Torts/Individuals,0.90,False,True,True,0.9172,Vishwajit Umesh Naik vs. Pranjal Vishwajit Naik,Vishwajit Umesh Naik | Nikitha A. | Dr. Alfred Aranha,The person is struggling to pay off a debt owed by their landlord.
D_KannadaScript,2,ಎನ್ನ ಧನಿ ಈ ತಿಂಗೊಲು ಕಾಸು ಕೊರ್ತಿಜ್ಜರೆ,My employer did not pay me this month,ಎನ್ನ ಧನಿ ಈ ತಿಂಗೊಲು ಕಾಸು ಕೊರ್ತಿಜ್ಜರೆ,Work/Employment,,Consumer/Money/Debt,Courts/Legal-System,Torts/Individuals,0.90,False,False,False,0.9192,Gagan B.S. vs. Shivamurthy T.,Gagan B.S. | State | Sadashiva Shetty,The situation involves debt and financial issues.
D_KannadaScript,3,ಏರೋ ಎನ್ನ ಬೈಲಿ ತುಂಡು ಮಲ್ತ್‌ದ್ ಎಡ್ಡೆ ಮಲ್ತಿಜ್ಜಿ,Someone broke my fence and did not fix it,ಏರೋ ಎನ್ನ ಬೈಲಿ ತುಂಡು ಮಲ್ತ್‌ದ್ ಎಡ್ಡೆ ಮಲ್ತಿಜ್ಜಿ,Torts/Individuals,,Land/Property,Torts/Individuals,Consumer/Money/Debt,0.90,False,True,True,0.9203,Amith Ramachandra vs. Shantha,Amith Ramachandra | Dr. Alfred Aranha | Akkamma,The situation involves a dispute over land or property.
D_KannadaScript,4,ಯಾನ್ ಏರೆಗೋ ಕಾಸು ಕೊರಿ ಬೊಕ್ಕ ಆಲ್ ಪೋಯಲ್,I gave someone money and they disappeared,ಯಾನ್ ಏರೆಗೋ ಕಾಸು ಕೊರಿ ಬೊಕ್ಕ ಆಲ್ ಪೋಯಲ್,Consumer/Money/Debt,,Estates/Wills,Land/Property,Housing,0.90,False,False,False,0.9198,Amith Ramachandra vs. Shantha,Amith Ramachandra | Dr. Alfred Aranha | Dr. Alfred Aranha,"The situation involves accessing or dealing with a property, which is typically related to estates and wills."
D_KannadaScript,5,ಎನ್ನ ನೆರೆಕರೆ ಎನ್ನ ಜಾಗ ದೆತ್ತ್‌ದೆ,My neighbor took my land,ಎನ್ನ ನೆರೆಕರೆ ಎನ್ನ ಜಾಗ ದೆತ್ತ್‌ದೆ,Land/Property,,Land/Property,Courts/Legal-System,Torts/Individuals,0.90,True,True,False,0.9190,Nikitha A. vs. Santhosh Ghatke,Nikitha A. | Dr. Alfred Aranha | Gagan B.S.,The situation revolves around disputes related to property ownership and inheritance.
D_KannadaScript,6,ಏರೋ ಎನನ್ ಬಡುತು ಪಾಡಿ ಬೊಕ್ಕ ಎನ್ನ ಕೈ ಬೆನೆ ಉಂಡು,After someone hit me with a stick my hand hurts,ಏರೋ ಎನನ್ ಬಡುತು ಪಾಡಿ ಬೊಕ್ಕ ಎನ್ನ ಕೈ ಬೆನೆ ಉಂಡು,Torts/Individuals,,Consumer/Money/Debt,Torts/Individuals,Work/Employment,0.80,False,True,True,0.9235,Amith Ramachandra vs. Shantha,Amith Ramachandra | Dr. Alfred Aranha | Shanty Kokoth,The situation appears to be related to financial difficulties and struggles with making payments.
