condition,id,display_text,english_gloss,retrieval_query,list_primary,list_secondary,pred_top1,pred_top2,pred_top3,top1_confidence,hits1,hits3,partial_credit,top_retrieval_score,top_retrieved_case,retrieved_doc_names,top1_reasoning
A_WithGloss,1,enna yejamaana enna kas wapas koryiijare,My landlord did not give back my money,My landlord did not give back my money,Housing,Consumer/Money/Debt,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,False,True,True,0.3343,Sridhar P. vs. Ramesh,Sridhar P. | Ravishankara G.K. | Dr. Alfred Aranha,The situation involves a dispute over payment and the individual's financial interests are affecA_WithA_WithGloss,2,enna dhani i thingoal kas koryijare,My employer did not pay me this month,My employer did not pay me this month,Work/Employment,,Consumer/Money/Debt,Work/Employment,Torts/Individuals,0.90,False,True,True,0.3182,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Vishwajit Umesh Naik | Shanty Kokoth,The situation involves a payment issue with an employer.
A_WithGloss,3,yera enna bailee tundu maltd'd eddae maltijji,Someone broke my fence and did not fix it,Someone broke my fence and did not fix it,Torts/Individuals,,Torts/Individuals,Land/Property,Housing,0.90,True,True,False,0.3132,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Nikitha A.,The person's property was damaged by another individual without permission.
A_WithGloss,14,enk wo court-g podu panda gothiji,I don't know which court I should go to,I don't know which court I should go to,Courts/Legal-System,,Courts/Legal-System,Housing,Consumer/Money/Debt,0.90,True,True,False,0.4444,Dr. Alfred Aranha vs. Sahel Peter Aranha,Dr. Alfred Aranha | State | Neelamegham,The person is seeking guidance on which court to go to for a legal issue.
A_WithGloss,15,enk kas korodu-na jana betae jagga ullare,The person who owes me money is in a different place,The person who owes me money is in a different place,Courts/Legal-System,Consumer/Money/Debt,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,False,True,True,0.3096,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Neelamegham | Sridhar P.,"The situation involves someone owing the person money, which falls under consumer/money/debt disputes."
A_WithGloss,16,enna neerekare-na mara enna ille-da mitte burud'd hal maltinde,My neighbor's tree fell on my house and damaged it,My neighbor's tree fell on my house and damaged it,Torts/Individuals,Housing,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,True,True,False,0.2940,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Nikitha A. | R.K. Usha Devi,The situation involves an individual causing harm to another individual's property.
A_WithGloss,17,yera enna jagga-da mittae kenijja culud'd popujae,Someone is living on my land without asking and won't leave,Someone is living on my land without asking and won't leave,Land/Property,Housing,Land/Property,Housing,Torts/Individuals,0.90,True,True,False,0.3565,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Neelamegham | Nikitha A.,The issue revolves around someone occupying the person's land without permission.
A_WithGloss,18,betae jana aklena samanda mitte enna pudar pad'd maruwae,Someone is selling their things using my name,Someone is selling their things using my name,IP/Identity,,IP/Identity,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,0.3594,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Neelamegham | Nikitha A.,"The situation involves someone using the person's name to sell their things, which is a clear issue of identity theft."
A_WithGloss,19,enna parat dhoni enan posa belae soor malpere ontaiyare,My old employer is stopping me from starting my own work,My old employer is stopping me from starting my own work,Work/Employment,,Work/Employment,Housing,Consumer/Money/Debt,0.90,True,True,False,0.3648,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Nikitha A. | Neelamegham,The situation revolves around the person's employment status and their ability to start their own work.
A_WithGloss,20,enna kotumba enna popae tir poyi boca enk korpina da jagga detere,After my father passed away my family took the land that was meant to be given to me,After my father passed away my family took the land that was meant to be given to me,Estates/Wills,Land/Property,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,0.3837,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Vishwajit Umesh Naik | Nikitha A.,The situation involves property rights and inheritance.
B_TuluOnly,1,enna yejamaana enna kas wapas koryiijare,My landlord did not give back my money,enna yejamaana enna kas wapas koryiijare,Housing,Consumer/Money/Debt,Courts/Legal-System,Housing,Torts/Individuals,0.90,False,True,True,0.2963,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Neelamegham | Akkamma,"The situation involves understanding something unclear or confusing, suggesting a legal or judicial issue."
B_TuluOnly,2,enna dhani i thingoal kas koryijare,My employer did not pay me this month,enna dhani i thingoal kas koryijare,Work/Employment,,Consumer/Money/Debt,Land/Property,Torts/Individuals,0.80,False,False,False,0.2624,Nikitha A. vs. Santhosh Ghatke,Nikitha A. | Dr. Alfred Aranha | Nikitha A.,The situation revolves around financial disputes and the valuation of assets.
B_TuluOnly,3,yera enna bailee tundu maltd'd eddae maltijji,Someone broke my fence and did not fix it,yera enna bailee tundu maltd'd eddae maltijji,Torts/Individuals,,Courts/Legal-System,Torts/Individuals,Housing,0.90,False,True,True,0.3215,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Nikitha A. | Neelamegham,The situation involves a legal issue or process that is unclear to the person.
B_TuluOnly,4,yan yera-g kas kori boca al poyal,I gave someone money and they disappeared,yan yera-g kas kori boca al poyal,Consumer/Money/Debt,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,0.3625,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Nikitha A.,The situation involves someone else's actions causing harm or damage to property.
B_TuluOnly,5,enna nerakare enna jagga detae,My neighbor took my land,enna nerakare enna jagga detae,Land/Property,,Torts/Individuals,Housing,Consumer/Money/Debt,0.80,False,False,False,0.2965,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Nikitha A. | Neelamegham,The situation appears to involve a personal or family-related issue that may have caused harm or damage.
B_TuluOnly,6,yera enan badutu padi boca enna kai benae undu,After someone hit me with a stick my hand hurts,yera enan badutu padi boca enna kai benae undu,Torts/Individuals,,Land/Property,Torts/Individuals,Housing,0.90,False,True,True,0.3470,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Sadashiva Shetty | Nikitha A.,The situation involves someone taking the person's land without permission and refusing to leave.
B_TuluOnly,7,enna dhani yan podu panda pandare matra dal karana kori-ijjar,My boss told me to leave without any reason,enna dhani yan podu panda pandare matra dal karana kori-ijjar,Work/Employment,,Land/Property,Torts/Individuals,Housing,0.90,False,False,False,0.3018,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Daneshwari | Premalatha,The situation involves someone taking the person's land without permission.
B_TuluOnly,8,yan kas sala kenuna jana wapas koryijare,The person I lent money to is not returning it,yan kas sala kenuna jana wapas koryijare,Consumer/Money/Debt,,Land/Property,Torts/Individuals,Housing,0.80,False,False,False,0.3267,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Akkamma | Nikitha A.,The situation involves someone taking the person's land or property without permission and refusing to return it.
B_TuluOnly,9,enna oppigay ijjandae yera enna ille-g battae,Someone came into my house without my permission,enna oppigay ijjandae yera enna ille-g battae,Housing,Land/Property,Land/Property,Torts/Individuals,Housing,0.90,False,True,True,0.2990,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Neelamegham | Akkamma,Unauthorized occupation of land
B_TuluOnly,10,akleg enkulu yette nirnaya maltina kas jasti bodu,They want more money than what we decided,akleg enkulu yette nirnaya maltina kas jasti bodu,Consumer/Money/Debt,,Courts/Legal-System,Torts/Individuals,Housing,0.80,False,False,False,0.2915,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Neelamegham | Akkamma,"The person is trying to understand something unclear or confusing, suggesting a legal issue."
B_TuluOnly,11,enkulu yeppa mugiodu panda nirnaya malponaid dumbu mugiyere,They ended our agreement before the time we decided,enkulu yeppa mugiodu panda nirnaya malponaid dumbu mugiyere,Consumer/Money/Debt,Courts/Legal-System,Torts/Individuals,Consumer/Money/Debt,Housing,0.80,False,True,True,0.3462,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Sadashiva Shetty | Nikitha A.,The situation appears to describe a personal issue or harm caused by someone else.
B_TuluOnly,12,yan kakaji-da mittae pudar padyae matra dadae baryina panda gothiji,I signed a paper but did not understand what it said,yan kakaji-da mittae pudar padyae matra dadae baryina panda gothiji,Courts/Legal-System,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,IP/Identity,0.80,False,True,True,0.3372,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Daneshwari | Ravishankara G.K.,The situation involves personal harm or damage caused by another individual.
B_TuluOnly,13,yan kakaji-da mitte pudar padi boca akulu dadae nirnaya maltere panda maltijere,After I signed the paper they did not do what they agreed to,yan kakaji-da mitte pudar padi boca akulu dadae nirnaya maltere panda maltijere,Consumer/Money/Debt,,IP/Identity,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,0.3607,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Daneshwari | Sadashiva Shetty,The situation appears to involve a dispute over someone's identity or the use of their name or brand without permission.
B_TuluOnly,14,enk wo court-g podu panda gothiji,I don't know which court I should go to,enk wo court-g podu panda gothiji,Courts/Legal-System,,Courts/Legal-System,Housing,Consumer/Money/Debt,0.90,True,True,False,0.3604,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | State,The situation involves a court case and legal recourse.
B_TuluOnly,15,enk kas korodu-na jana betae jagga ullare,The person who owes me money is in a different place,enk kas korodu-na jana betae jagga ullare,Courts/Legal-System,Consumer/Money/Debt,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.80,False,True,True,0.2991,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Vishwajit Umesh Naik | Nikitha A.,"The situation involves financial issues and debt, which are affecting the person's personal life."
B_TuluOnly,16,enna neerekare-na mara enna ille-da mitte burud'd hal maltinde,My neighbor's tree fell on my house and damaged it,enna neerekare-na mara enna ille-da mitte burud'd hal maltinde,Torts/Individuals,Housing,Torts/Individuals,Courts/Legal-System,Work/Employment,0.80,True,True,False,0.2184,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Vishwajit Umesh Naik | Smt. Victoria Anand,"The situation appears to involve a personal issue or conflict between individuals, which falls under the broader category of torts and individual rights."
B_TuluOnly,17,yera enna jagga-da mittae kenijja culud'd popujae,Someone is living on my land without asking and won't leave,yera enna jagga-da mittae kenijja culud'd popujae,Land/Property,Housing,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,0.2694,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Vishwajit Umesh Naik | Akkamma,"The situation involves a dispute over property and financial issues, specifically regarding the value of gold jewelry and payment terms."
B_TuluOnly,18,betae jana aklena samanda mitte enna pudar pad'd maruwae,Someone is selling their things using my name,betae jana aklena samanda mitte enna pudar pad'd maruwae,IP/Identity,,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,False,False,0.2715,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Vishwajit Umesh Naik | Akkamma,"The situation involves personal relationships and property rights, which are typically governed by tort law or individual rights."
B_TuluOnly,19,enna parat dhoni enan posa belae soor malpere ontaiyare,My old employer is stopping me from starting my own work,enna parat dhoni enan posa belae soor malpere ontaiyare,Work/Employment,,Courts/Legal-System,Housing,Torts/Individuals,0.90,False,False,False,0.2862,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Neelamegham | Premalatha,"The situation involves understanding something unclear or confusing, which suggests a legal or judicial issue."
B_TuluOnly,20,enna kotumba enna popae tir poyi boca enk korpina da jagga detere,After my father passed away my family took the land that was meant to be given to me,enna kotumba enna popae tir poyi boca enk korpina da jagga detere,Estates/Wills,Land/Property,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,0.3356,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Akkamma | Sadashiva Shetty,The person's primary concern is that someone has taken their land or property without permission and refuses to leave.
C_Phase1Priming,1,enna yejamaana enna kas wapas koryiijare,My landlord did not give back my money,enna yejamaana enna kas wapas koryiijare,Housing,Consumer/Money/Debt,Consumer/Money/Debt,Housing,Work/Employment,0.90,False,True,True,0.2963,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Neelamegham | Akkamma,The situation revolves around a debt owed by the landlord.
C_Phase1Priming,2,enna dhani i thingoal kas koryijare,My employer did not pay me this month,enna dhani i thingoal kas koryijare,Work/Employment,,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.80,False,False,False,0.2624,Nikitha A. vs. Santhosh Ghatke,Nikitha A. | Dr. Alfred Aranha | Nikitha A.,The situation involves financial transactions and disagreements between individuals.
C_Phase1Priming,3,yera enna bailee tundu maltd'd eddae maltijji,Someone broke my fence and did not fix it,yera enna bailee tundu maltd'd eddae maltijji,Torts/Individuals,,Torts/Individuals,Land/Property,Work/Employment,0.90,True,True,False,0.3215,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Nikitha A. | Neelamegham,The person is facing a problem where someone has damaged their fence and refuses to fix it or take responsibility for the damage.
C_Phase1Priming,4,yan yera-g kas kori boca al poyal,I gave someone money and they disappeared,yan yera-g kas kori boca al poyal,Consumer/Money/Debt,,Torts/Individuals,Land/Property,Courts/Legal-System,0.80,False,False,False,0.3625,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Nikitha A.,The situation involves a dispute over property rights and individual parties.
C_Phase1Priming,5,enna nerakare enna jagga detae,My neighbor took my land,enna nerakare enna jagga detae,Land/Property,,Land/Property,Torts/Individuals,Work/Employment,0.90,True,True,False,0.2965,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Nikitha A. | Neelamegham,The situation involves someone taking the person's land without permission.
C_Phase1Priming,6,yera enan badutu padi boca enna kai benae undu,After someone hit me with a stick my hand hurts,yera enan badutu padi boca enna kai benae undu,Torts/Individuals,,Housing,Torts/Individuals,Consumer/Money/Debt,0.80,False,True,True,0.3470,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Sadashiva Shetty | Nikitha A.,"The situation involves something being taken without permission, suggesting a property-related issue."
C_Phase1Priming,7,enna dhani yan podu panda pandare matra dal karana kori-ijjar,My boss told me to leave without any reason,enna dhani yan podu panda pandare matra dal karana kori-ijjar,Work/Employment,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,0.3018,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Daneshwari | Premalatha,"The situation involves a family dispute over property and inheritance, which falls under the broader category of torts or individual legal issues."
C_Phase1Priming,8,yan kas sala kenuna jana wapas koryijare,The person I lent money to is not returning it,yan kas sala kenuna jana wapas koryijare,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.80,True,True,False,0.3267,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Akkamma | Nikitha A.,The situation involves financial transactions and potential disputes over these transactions.
C_Phase1Priming,9,enna oppigay ijjandae yera enna ille-g battae,Someone came into my house without my permission,enna oppigay ijjandae yera enna ille-g battae,Housing,Land/Property,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,0.2990,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Neelamegham | Akkamma,The situation involves physical harm/damage caused by another person to the person's property.
C_Phase1Priming,10,akleg enkulu yette nirnaya maltina kas jasti bodu,They want more money than what we decided,akleg enkulu yette nirnaya maltina kas jasti bodu,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Housing,0.80,True,True,False,0.2915,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Neelamegham | Akkamma,"The person seems to be seeking something that belongs to someone else, suggesting a financial or economic issue."
C_Phase1Priming,11,enkulu yeppa mugiodu panda nirnaya malponaid dumbu mugiyere,They ended our agreement before the time we decided,enkulu yeppa mugiodu panda nirnaya malponaid dumbu mugiyere,Consumer/Money/Debt,Courts/Legal-System,Land/Property,Torts/Individuals,Housing,0.90,False,False,False,0.3462,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Sadashiva Shetty | Nikitha A.,The situation involves someone taking the person's land without permission and refusing to leave.
C_Phase1Priming,12,yan kakaji-da mittae pudar padyae matra dadae baryina panda gothiji,I signed a paper but did not understand what it said,yan kakaji-da mittae pudar padyae matra dadae baryina panda gothiji,Courts/Legal-System,Consumer/Money/Debt,Estates/Wills,Torts/Individuals,Courts/Legal-System,0.80,False,True,True,0.3372,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Daneshwari | Ravishankara G.K.,The situation involves a family matter related to inheritance and property rights after the death of their father.
C_Phase1Priming,13,yan kakaji-da mitte pudar padi boca akulu dadae nirnaya maltere panda maltijere,After I signed the paper they did not do what they agreed to,yan kakaji-da mitte pudar padi boca akulu dadae nirnaya maltere panda maltijere,Consumer/Money/Debt,,Torts/Individuals,Courts/Legal-System,IP/Identity,0.80,False,False,False,0.3607,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Daneshwari | Sadashiva Shetty,"The situation involves someone taking the person's signature without permission, causing a dispute."
C_Phase1Priming,14,enk wo court-g podu panda gothiji,I don't know which court I should go to,enk wo court-g podu panda gothiji,Courts/Legal-System,,Courts/Legal-System,Housing,Work/Employment,0.90,True,True,False,0.3604,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | State,The phrase 'enk wo court-g podu panda gothiji' suggests a court-related issue.
C_Phase1Priming,15,enk kas korodu-na jana betae jagga ullare,The person who owes me money is in a different place,enk kas korodu-na jana betae jagga ullare,Courts/Legal-System,Consumer/Money/Debt,Consumer/Money/Debt,Torts/Individuals,Work/Employment,0.80,False,True,True,0.2991,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Vishwajit Umesh Naik | Nikitha A.,The situation appears to be focused on the person's spouse's financial dealings and potential debt.
C_Phase1Priming,16,enna neerekare-na mara enna ille-da mitte burud'd hal maltinde,My neighbor's tree fell on my house and damaged it,enna neerekare-na mara enna ille-da mitte burud'd hal maltinde,Torts/Individuals,Housing,Torts/Individuals,Work/Employment,Consumer/Money/Debt,0.80,True,True,False,0.2184,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Vishwajit Umesh Naik | Smt. Victoria Anand,The situation appears to be related to a personal issue or conflict between individuals.
C_Phase1Priming,17,yera enna jagga-da mittae kenijja culud'd popujae,Someone is living on my land without asking and won't leave,yera enna jagga-da mittae kenijja culud'd popujae,Land/Property,Housing,Torts/Individuals,Consumer/Money/Debt,Work/Employment,0.90,False,False,False,0.2694,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Vishwajit Umesh Naik | Akkamma,The situation involves a dispute between two individuals regarding property and assets.
C_Phase1Priming,18,betae jana aklena samanda mitte enna pudar pad'd maruwae,Someone is selling their things using my name,betae jana aklena samanda mitte enna pudar pad'd maruwae,IP/Identity,,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,False,False,0.2715,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Vishwajit Umesh Naik | Akkamma,"The situation involves personal relationships and property rights, which are typically governed by tort law."
C_Phase1Priming,19,enna parat dhoni enan posa belae soor malpere ontaiyare,My old employer is stopping me from starting my own work,enna parat dhoni enan posa belae soor malpere ontaiyare,Work/Employment,,Land/Property,Torts/Individuals,Housing,0.90,False,False,False,0.2862,Sadashiva Shetty vs. Vijaya Bank,Sadashiva Shetty | Neelamegham | Premalatha,The situation involves someone taking the person's property without permission.
C_Phase1Priming,20,enna kotumba enna popae tir poyi boca enk korpina da jagga detere,After my father passed away my family took the land that was meant to be given to me,enna kotumba enna popae tir poyi boca enk korpina da jagga detere,Estates/Wills,Land/Property,Land/Property,Housing,Courts/Legal-System,0.80,False,True,True,0.3356,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Akkamma | Sadashiva Shetty,"The situation involves the person's father's land and inheritance, which suggests a property-related issue."
D_KannadaScript,1,ಎನ್ನ ಯಜಮಾನ ಎನ್ನ ಕಾಸು ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,My landlord did not give back my money,ಎನ್ನ ಯಜಮಾನ ಎನ್ನ ಕಾಸು ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,Housing,Consumer/Money/Debt,Housing,Consumer/Money/Debt,Torts/Individuals,0.90,True,True,False,0.9453,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,Landlord-tenant relationship and security deposit dispute
D_KannadaScript,2,ಎನ್ನ ಧನಿ ಈ ತಿಂಗೊಲು ಕಾಸು ಕೊರ್ತಿಜ್ಜರೆ,My employer did not pay me this month,ಎನ್ನ ಧನಿ ಈ ತಿಂಗೊಲು ಕಾಸು ಕೊರ್ತಿಜ್ಜರೆ,Work/Employment,,Work/Employment,Consumer/Money/Debt,Torts/Individuals,0.90,True,True,False,0.9453,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,Employment issue with employer
D_KannadaScript,3,ಏರೋ ಎನ್ನ ಬೈಲಿ ತುಂಡು ಮಲ್ತ್‌ದ್ ಎಡ್ಡೆ ಮಲ್ತಿಜ್ಜಿ,Someone broke my fence and did not fix it,ಏರೋ ಎನ್ನ ಬೈಲಿ ತುಂಡು ಮಲ್ತ್‌ದ್ ಎಡ್ಡೆ ಮಲ್ತಿಜ್ಜಿ,Torts/Individuals,,Torts/Individuals,Land/Property,Housing,0.90,True,True,False,0.9692,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,Physical harm/damage caused by another person without permission
D_KannadaScript,4,ಯಾನ್ ಏರೆಗೋ ಕಾಸು ಕೊರಿ ಬೊಕ್ಕ ಆಲ್ ಪೋಯಲ್,I gave someone money and they disappeared,ಯಾನ್ ಏರೆಗೋ ಕಾಸು ಕೊರಿ ಬೊಕ್ಕ ಆಲ್ ಪೋಯಲ್,Consumer/Money/Debt,,Consumer/Money/Debt,Work/Employment,Housing,0.90,True,True,False,0.9692,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,The situation involves a debt repayment issue with someone.
D_KannadaScript,5,ಎನ್ನ ನೆರೆಕರೆ ಎನ್ನ ಜಾಗ ದೆತ್ತ್‌ದೆ,My neighbor took my land,ಎನ್ನ ನೆರೆಕರೆ ಎನ್ನ ಜಾಗ ದೆತ್ತ್‌ದೆ,Land/Property,,Land/Property,Torts/Individuals,Housing,0.90,True,True,False,0.9096,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Shanty Kokoth,Neighbor took land without permission
