condition,id,display_text,english_gloss,retrieval_query,list_primary,list_secondary,pred_top1,pred_top2,pred_top3,top1_confidence,hits1,hits3,partial_credit,top_retrieval_score,top_retrieved_case,retrieved_doc_names,top1_reasoning
A_WithGloss,1,enna yejamaana enna kas wapas koryiijare,My landlord did not give back my money,My landlord did not give back my money,Housing,Consumer/Money/Debt,Consumer/Money/Debt,Housing,Torts/Individuals,0.90,False,True,True,0.6850,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | Nikitha A.,The situation involves a dispute over payment and the return of funds.
B_TuluOnly,9,enna oppigay ijjandae yera enna ille-g battae,Someone came into my house without my permission,enna oppigay ijjandae yera enna ille-g battae,Housing,Land/Property,Land/Property,Torts/Individuals,Housing,0.90,False,True,True,0.5370,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Daneshwari | Dr. Alfred Aranha,The situation involves someone taking the person's land without permission and refusing to leave.
B_TuluOnly,10,akleg enkulu yette nirnaya maltina kas jasti bodu,They want more money than what we decided,akleg enkulu yette nirnaya maltina kas jasti bodu,Consumer/Money/Debt,,Land/Property,Torts/Individuals,Housing,0.90,False,False,False,0.3692,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Sridhar P. | Nikitha A.,The situation involves someone taking the person's land without permission.
B_TuluOnly,11,enkulu yeppa mugiodu panda nirnaya malponaid dumbu mugiyere,They ended our agreement before the time we decided,enkulu yeppa mugiodu panda nirnaya malponaid dumbu mugiyere,Consumer/Money/Debt,Courts/Legal-System,Land/Property,Torts/Individuals,Housing,0.90,False,False,False,0.3887,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Nikitha A. | Ravishankara G.K.,The situation involves someone taking the person's land without permission and refusing to leave.
B_TuluOnly,12,yan kakaji-da mittae pudar padyae matra dadae baryina panda gothiji,I signed a paper but did not understand what it said,yan kakaji-da mittae pudar padyae matra dadae baryina panda gothiji,Courts/Legal-System,Consumer/Money/Debt,Land/Property,Torts/Individuals,Courts/Legal-System,0.80,False,True,True,0.4765,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | State,The situation involves a dispute over someone else's property.
B_TuluOnly,13,yan kakaji-da mitte pudar padi boca akulu dadae nirnaya maltere panda maltijere,After I signed the paper they did not do what they agreed to,yan kakaji-da mitte pudar padi boca akulu dadae nirnaya maltere panda maltijere,Consumer/Money/Debt,,Estates/Wills,Land/Property,Courts/Legal-System,0.80,False,False,False,0.2813,Ravishankara G.K. vs. Rekha,Ravishankara G.K. | Dr. Alfred Aranha | Daneshwari,"The situation appears to be related to inheritance and property rights, with mentions of a house being built for the benefit of children's education."
B_TuluOnly,14,enk wo court-g podu panda gothiji,I don't know which court I should go to,enk wo court-g podu panda gothiji,Courts/Legal-System,,Courts/Legal-System,Land/Property,Housing,0.80,True,True,False,0.4896,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | Nikitha A.,The situation involves a court case and legal issues.
B_TuluOnly,15,enk kas korodu-na jana betae jagga ullare,The person who owes me money is in a different place,enk kas korodu-na jana betae jagga ullare,Courts/Legal-System,Consumer/Money/Debt,Torts/Individuals,Land/Property,Courts/Legal-System,0.80,False,True,True,0.4607,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | State,"The situation involves someone else's actions causing a problem for the person, which is a classic example of a tortious act."
B_TuluOnly,16,enna neerekare-na mara enna ille-da mitte burud'd hal maltinde,My neighbor's tree fell on my house and damaged it,enna neerekare-na mara enna ille-da mitte burud'd hal maltinde,Torts/Individuals,Housing,Land/Property,Torts/Individuals,Courts/Legal-System,0.80,False,True,True,0.4257,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | Nikitha A.,The situation involves issues related to property or land.
B_TuluOnly,17,yera enna jagga-da mittae kenijja culud'd popujae,Someone is living on my land without asking and won't leave,yera enna jagga-da mittae kenijja culud'd popujae,Land/Property,Housing,Consumer/Money/Debt,Torts/Individuals,Work/Employment,0.90,False,False,False,0.5243,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Daneshwari | Ravishankara G.K.,The situation revolves around the person's financial dealings with an insurance company.
B_TuluOnly,18,betae jana aklena samanda mitte enna pudar pad'd maruwae,Someone is selling their things using my name,betae jana aklena samanda mitte enna pudar pad'd maruwae,IP/Identity,,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,False,False,0.5032,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Daneshwari | Nikitha A.,The person is experiencing harm or injury at the hands of another individual or group.
B_TuluOnly,19,enna parat dhoni enan posa belae soor malpere ontaiyare,My old employer is stopping me from starting my own work,enna parat dhoni enan posa belae soor malpere ontaiyare,Work/Employment,,Land/Property,Torts/Individuals,Courts/Legal-System,0.80,False,False,False,0.5418,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | R.K. Usha Devi,The situation involves a person's property and a dispute with someone else's actions.
B_TuluOnly,20,enna kotumba enna popae tir poyi boca enk korpina da jagga detere,After my father passed away my family took the land that was meant to be given to me,enna kotumba enna popae tir poyi boca enk korpina da jagga detere,Estates/Wills,Land/Property,Land/Property,Torts/Individuals,Housing,0.80,False,True,True,0.4041,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | Nikitha A.,The situation involves property or land disputes.
C_Phase1Priming,1,enna yejamaana enna kas wapas koryiijare,My landlord did not give back my money,enna yejamaana enna kas wapas koryiijare,Housing,Consumer/Money/Debt,Housing,Torts/Individuals,Work/Employment,0.90,True,True,False,0.4914,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Daneshwari | Dr. Alfred Aranha,The person is talking about moving back to their hometown after completing their studies.
C_Phase1Priming,2,enna dhani i thingoal kas koryijare,My employer did not pay me this month,enna dhani i thingoal kas koryijare,Work/Employment,,Consumer/Money/Debt,Housing,Torts/Individuals,0.90,False,False,False,0.5240,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | R.K. Usha Devi,The situation revolves around a financial dispute involving an insurance claim.
C_Phase1Priming,3,yera enna bailee tundu maltd'd eddae maltijji,Someone broke my fence and did not fix it,yera enna bailee tundu maltd'd eddae maltijji,Torts/Individuals,,Torts/Individuals,Courts/Legal-System,Housing,0.90,True,True,False,0.3693,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | Nikitha A.,The situation involves physical harm or threat of harm to an individual.
C_Phase1Priming,4,yan yera-g kas kori boca al poyal,I gave someone money and they disappeared,yan yera-g kas kori boca al poyal,Consumer/Money/Debt,,Housing,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,0.4524,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Nikitha A. | Dr. Alfred Aranha,The situation revolves around the person's living arrangements and disputes with family members.
C_Phase1Priming,5,enna nerakare enna jagga detae,My neighbor took my land,enna nerakare enna jagga detae,Land/Property,,Consumer/Money/Debt,Torts/Individuals,Work/Employment,0.80,False,False,False,0.4735,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Daneshwari | Ravishankara G.K.,The situation revolves around the person's financial struggles with their vehicle insurance and claims process.
C_Phase1Priming,6,yera enan badutu padi boca enna kai benae undu,After someone hit me with a stick my hand hurts,yera enan badutu padi boca enna kai benae undu,Torts/Individuals,,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,0.4711,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Daneshwari | R.K. Usha Devi,The situation revolves around a debt issue and its impact on the person's financial life.
C_Phase1Priming,7,enna dhani yan podu panda pandare matra dal karana kori-ijjar,My boss told me to leave without any reason,enna dhani yan podu panda pandare matra dal karana kori-ijjar,Work/Employment,,Courts/Legal-System,Torts/Individuals,IP/Identity,0.90,False,False,False,0.4310,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | State,"The person's safety and well-being are being threatened, suggesting a potential legal issue or concern."
C_Phase1Priming,8,yan kas sala kenuna jana wapas koryijare,The person I lent money to is not returning it,yan kas sala kenuna jana wapas koryijare,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,True,True,False,0.4171,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Dr. Alfred Aranha | Ravishankara G.K.,"The situation involves financial issues and debt, which is the primary focus of this category."
C_Phase1Priming,9,enna oppigay ijjandae yera enna ille-g battae,Someone came into my house without my permission,enna oppigay ijjandae yera enna ille-g battae,Housing,Land/Property,Housing,Torts/Individuals,Estates/Wills,0.90,True,True,False,0.5370,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Daneshwari | Dr. Alfred Aranha,"The situation involves the person's family and property, suggesting a housing-related issue."
C_Phase1Priming,10,akleg enkulu yette nirnaya maltina kas jasti bodu,They want more money than what we decided,akleg enkulu yette nirnaya maltina kas jasti bodu,Consumer/Money/Debt,,Torts/Individuals,Courts/Legal-System,Work/Employment,0.90,False,False,False,0.3692,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Sridhar P. | Nikitha A.,"The situation involves an individual being accused of something by another individual, which falls under the realm of tort law."
C_Phase1Priming,11,enkulu yeppa mugiodu panda nirnaya malponaid dumbu mugiyere,They ended our agreement before the time we decided,enkulu yeppa mugiodu panda nirnaya malponaid dumbu mugiyere,Consumer/Money/Debt,Courts/Legal-System,Consumer/Money/Debt,Torts/Individuals,Housing,0.80,True,True,False,0.3887,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Nikitha A. | Ravishankara G.K.,The situation involves a personal financial issue and the person's attempt to recover their losses.
C_Phase1Priming,12,yan kakaji-da mittae pudar padyae matra dadae baryina panda gothiji,I signed a paper but did not understand what it said,yan kakaji-da mittae pudar padyae matra dadae baryina panda gothiji,Courts/Legal-System,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,IP/Identity,0.90,False,True,True,0.4765,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | State,"The person is facing a threat to their personal safety and well-being, which falls under the category of torts or individual rights."
C_Phase1Priming,13,yan kakaji-da mitte pudar padi boca akulu dadae nirnaya maltere panda maltijere,After I signed the paper they did not do what they agreed to,yan kakaji-da mitte pudar padi boca akulu dadae nirnaya maltere panda maltijere,Consumer/Money/Debt,,Housing,Courts/Legal-System,Estates/Wills,0.90,False,False,False,0.2813,Ravishankara G.K. vs. Rekha,Ravishankara G.K. | Dr. Alfred Aranha | Daneshwari,"The person is considering buying a house in their hometown, which suggests that they are thinking about their living arrangements."
C_Phase1Priming,14,enk wo court-g podu panda gothiji,I don't know which court I should go to,enk wo court-g podu panda gothiji,Courts/Legal-System,,Torts/Individuals,Courts/Legal-System,Housing,0.90,False,True,True,0.4896,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | Nikitha A.,"The situation involves harm or threats from another individual (in-laws), which falls under the category of torts."
C_Phase1Priming,15,enk kas korodu-na jana betae jagga ullare,The person who owes me money is in a different place,enk kas korodu-na jana betae jagga ullare,Courts/Legal-System,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,IP/Identity,0.90,False,True,True,0.4607,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | State,"The situation involves a threat to the person's personal safety and well-being, which is a type of harm or injury that can be caused by another individual's actions."
C_Phase1Priming,16,enna neerekare-na mara enna ille-da mitte burud'd hal maltinde,My neighbor's tree fell on my house and damaged it,enna neerekare-na mara enna ille-da mitte burud'd hal maltinde,Torts/Individuals,Housing,Torts/Individuals,Courts/Legal-System,Housing,0.90,True,True,False,0.4257,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | Nikitha A.,"The person is experiencing harm or threat from another individual (their in-laws), which falls under the category of torts, specifically individual torts."
C_Phase1Priming,17,yera enna jagga-da mittae kenijja culud'd popujae,Someone is living on my land without asking and won't leave,yera enna jagga-da mittae kenijja culud'd popujae,Land/Property,Housing,Consumer/Money/Debt,Torts/Individuals,Work/Employment,0.90,False,False,False,0.5243,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Daneshwari | Ravishankara G.K.,The situation revolves around the person's financial dealings with an insurance company.
C_Phase1Priming,18,betae jana aklena samanda mitte enna pudar pad'd maruwae,Someone is selling their things using my name,betae jana aklena samanda mitte enna pudar pad'd maruwae,IP/Identity,,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,False,False,0.5032,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Daneshwari | Nikitha A.,"The situation involves an individual being wrongfully evicted from their home, which falls under the broader category of torts."
C_Phase1Priming,19,enna parat dhoni enan posa belae soor malpere ontaiyare,My old employer is stopping me from starting my own work,enna parat dhoni enan posa belae soor malpere ontaiyare,Work/Employment,,Consumer/Money/Debt,Housing,Work/Employment,0.90,False,True,True,0.5418,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | R.K. Usha Devi,"The situation revolves around financial transactions and repayment issues, making Consumer/Money/Debt the most likely category."
C_Phase1Priming,20,enna kotumba enna popae tir poyi boca enk korpina da jagga detere,After my father passed away my family took the land that was meant to be given to me,enna kotumba enna popae tir poyi boca enk korpina da jagga detere,Estates/Wills,Land/Property,Torts/Individuals,Courts/Legal-System,Housing,0.90,False,False,False,0.4041,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | Nikitha A.,The person is facing a threat of physical harm or violence.
D_KannadaScript,1,ಎನ್ನ ಯಜಮಾನ ಎನ್ನ ಕಾಸು ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,My landlord did not give back my money,ಎನ್ನ ಯಜಮಾನ ಎನ್ನ ಕಾಸು ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,Housing,Consumer/Money/Debt,Consumer/Money/Debt,Torts/Individuals,Work/Employment,0.80,False,True,True,0.5586,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Sridhar P. | Ravishankara G.K.,"The situation involves a financial dispute over payment and compensation, which falls under Consumer/Money/Debt."
D_KannadaScript,2,ಎನ್ನ ಧನಿ ಈ ತಿಂಗೊಲು ಕಾಸು ಕೊರ್ತಿಜ್ಜರೆ,My employer did not pay me this month,ಎನ್ನ ಧನಿ ಈ ತಿಂಗೊಲು ಕಾಸು ಕೊರ್ತಿಜ್ಜರೆ,Work/Employment,,Work/Employment,Consumer/Money/Debt,Housing,0.90,True,True,False,0.5266,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Premalatha | Shanty Kokoth,The situation involves an employer-employee relationship and a payment issue.
D_KannadaScript,3,ಏರೋ ಎನ್ನ ಬೈಲಿ ತುಂಡು ಮಲ್ತ್‌ದ್ ಎಡ್ಡೆ ಮಲ್ತಿಜ್ಜಿ,Someone broke my fence and did not fix it,ಏರೋ ಎನ್ನ ಬೈಲಿ ತುಂಡು ಮಲ್ತ್‌ದ್ ಎಡ್ಡೆ ಮಲ್ತಿಜ್ಜಿ,Torts/Individuals,,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,True,True,False,0.5164,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | Nikitha A.,The situation involves an individual being affected by another's actions (the landlord) and appears to be a dispute over property rights.
D_KannadaScript,4,ಯಾನ್ ಏರೆಗೋ ಕಾಸು ಕೊರಿ ಬೊಕ್ಕ ಆಲ್ ಪೋಯಲ್,I gave someone money and they disappeared,ಯಾನ್ ಏರೆಗೋ ಕಾಸು ಕೊರಿ ಬೊಕ್ಕ ಆಲ್ ಪೋಯಲ್,Consumer/Money/Debt,,Torts/Individuals,Housing,Consumer/Money/Debt,0.80,False,True,True,0.6524,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | Nikitha A.,"The person is facing a situation where they are being asked to leave their home without having any insurance or alternative arrangements in place, which suggests a potential tort by the property owner."
D_KannadaScript,5,ಎನ್ನ ನೆರೆಕರೆ ಎನ್ನ ಜಾಗ ದೆತ್ತ್‌ದೆ,My neighbor took my land,ಎನ್ನ ನೆರೆಕರೆ ಎನ್ನ ಜಾಗ ದೆತ್ತ್‌ದೆ,Land/Property,,Consumer/Money/Debt,Torts/Individuals,Work/Employment,0.90,False,False,False,0.6280,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Nikitha A. | Ravishankara G.K.,The situation revolves around financial obligations and debt.
