condition,id,display_text,english_gloss,retrieval_query,list_primary,list_secondary,pred_top1,pred_top2,pred_top3,top1_confidence,hits1,hits3,partial_credit,top_retrieval_score,top_retrieved_case,retrieved_doc_names,top1_reasoning
A_WithGloss,17,yera enna jagga-da mittae kenijja culud'd popujae,Someone is living on my land without asking and won't leave,Someone is living on my land without asking and won't leave,Land/Property,Housing,Land/Property,Torts/Individuals,Housing,0.90,True,True,False,0.1429,Amith Ramachandra vs. Shantha,Amith Ramachandra | Neelamegham | Ravishankara G.K.,The primary issue involves someone occupying the person's land without permission.
A_WithGloss,18,betae jana aklena samanda mitte enna pudar pad'd maruwae,Someone is selling their things using my name,Someone is selling their things using my name,IP/Identity,,IP/Identity,Torts/Individuals,Consumer/Money/Debt,0.90,True,True,False,0.1676,R.K. Usha Devi vs. Akash V. Patil,R.K. Usha Devi | Dr. Alfred Aranha | Neelamegham,Someone is using my name without permission
A_WithGloss,19,enna parat dhoni enan posa belae soor malpere ontaiyare,My old employer is stopping me from starting my own work,My old employer is stopping me from starting my own work,Work/Employment,,Work/Employment,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,0.1650,State vs. Sudhakar Pai (Manipal Advertising),State | Nikitha A. | Dr. Alfred Aranha,"The person's old employer is preventing them from starting their own work, which suggests a problem related to employment or job-related issues."
A_WithGloss,20,enna kotumba enna popae tir poyi boca enk korpina da jagga detere,After my father passed away my family took the land that was meant to be given to me,After my father passed away my family took the land that was meant to be given to me,Estates/Wills,Land/Property,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,0.2167,Gagan B.S. vs. Shivamurthy T.,Gagan B.S. | Vishwajit Umesh Naik | R.K. Usha Devi,The situation involves a dispute over ownership and possession of land.
B_TuluOnly,1,enna yejamaana enna kas wapas koryiijare,My landlord did not give back my money,enna yejamaana enna kas wapas koryiijare,Housing,Consumer/Money/Debt,Torts/Individuals,Housing,Consumer/Money/Debt,0.80,False,True,True,0.1906,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Amith Ramachandra | Ravishankara G.K.,The situation appears to involve a personal dispute or harm caused by another individual.
B_TuluOnly,2,enna dhani i thingoal kas koryijare,My employer did not pay me this month,enna dhani i thingoal kas koryijare,Work/Employment,,Torts/Individuals,Courts/Legal-System,IP/Identity,0.80,False,False,False,0.1548,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | Vishwajit Umesh Naik,The situation involves an unknown problem or issue that is likely personal or individual.
B_TuluOnly,3,yera enna bailee tundu maltd'd eddae maltijji,Someone broke my fence and did not fix it,yera enna bailee tundu maltd'd eddae maltijji,Torts/Individuals,,Land/Property,Torts/Individuals,Housing,0.90,False,True,True,0.1664,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Premalatha | R.K. Usha Devi,The situation involves someone taking the person's land without permission and refusing to leave.
B_TuluOnly,4,yan yera-g kas kori boca al poyal,I gave someone money and they disappeared,yan yera-g kas kori boca al poyal,Consumer/Money/Debt,,Housing,Torts/Individuals,Consumer/Money/Debt,0.85,False,True,True,0.1763,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Amith Ramachandra | State,"The situation involves a physical space or property, and the person is trying to recover something that was taken from them."
B_TuluOnly,5,enna nerakare enna jagga detae,My neighbor took my land,enna nerakare enna jagga detae,Land/Property,,Torts/Individuals,Housing,Consumer/Money/Debt,0.80,False,False,False,0.1805,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Amith Ramachandra | Neelamegham,The situation involves an unknown issue or problem that affects the person directly.
B_TuluOnly,6,yera enan badutu padi boca enna kai benae undu,After someone hit me with a stick my hand hurts,yera enan badutu padi boca enna kai benae undu,Torts/Individuals,,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,True,True,False,0.1821,Amith Ramachandra vs. Shantha,Amith Ramachandra | Akkamma | R.K. Usha Devi,The situation involves someone taking something that belongs to the person without permission.
B_TuluOnly,7,enna dhani yan podu panda pandare matra dal karana kori-ijjar,My boss told me to leave without any reason,enna dhani yan podu panda pandare matra dal karana kori-ijjar,Work/Employment,,Courts/Legal-System,Torts/Individuals,IP/Identity,0.80,False,False,False,0.1648,Daneshwari vs. Raghavendra Mathapati,Daneshwari | R.K. Usha Devi | Neelamegham,"The situation seems to involve someone else's actions or decisions, and there's no clear context about what's happening."
B_TuluOnly,8,yan kas sala kenuna jana wapas koryijare,The person I lent money to is not returning it,yan kas sala kenuna jana wapas koryijare,Consumer/Money/Debt,,Land/Property,Torts/Individuals,Housing,0.90,False,False,False,0.1865,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Sridhar P. | Premalatha,The situation involves someone taking the person's land without permission.
B_TuluOnly,9,enna oppigay ijjandae yera enna ille-g battae,Someone came into my house without my permission,enna oppigay ijjandae yera enna ille-g battae,Housing,Land/Property,Torts/Individuals,Land/Property,Housing,0.90,False,True,True,0.1664,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | Sadashiva Shetty,The situation involves someone taking something that belongs to the person without permission.
B_TuluOnly,10,akleg enkulu yette nirnaya maltina kas jasti bodu,They want more money than what we decided,akleg enkulu yette nirnaya maltina kas jasti bodu,Consumer/Money/Debt,,Courts/Legal-System,Torts/Individuals,Work/Employment,0.85,False,False,False,0.1569,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Premalatha | Amith Ramachandra,"The situation involves trying to understand unclear information, which suggests a legal issue or court case."
B_TuluOnly,11,enkulu yeppa mugiodu panda nirnaya malponaid dumbu mugiyere,They ended our agreement before the time we decided,enkulu yeppa mugiodu panda nirnaya malponaid dumbu mugiyere,Consumer/Money/Debt,Courts/Legal-System,Courts/Legal-System,Torts/Individuals,Housing,0.60,False,True,True,0.1812,Dr. Alfred Aranha vs. Sahel Peter Aranha,Dr. Alfred Aranha | R.K. Usha Devi | State,The text appears to be related to a court case or legal document.
B_TuluOnly,12,yan kakaji-da mittae pudar padyae matra dadae baryina panda gothiji,I signed a paper but did not understand what it said,yan kakaji-da mittae pudar padyae matra dadae baryina panda gothiji,Courts/Legal-System,Consumer/Money/Debt,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,0.1576,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Daneshwari | Dr. Alfred Aranha,The situation involves a property dispute over land ownership and possession.
B_TuluOnly,13,yan kakaji-da mitte pudar padi boca akulu dadae nirnaya maltere panda maltijere,After I signed the paper they did not do what they agreed to,yan kakaji-da mitte pudar padi boca akulu dadae nirnaya maltere panda maltijere,Consumer/Money/Debt,,Courts/Legal-System,Torts/Individuals,Estates/Wills,0.80,False,False,False,0.1562,R.K. Usha Devi vs. Akash V. Patil,R.K. Usha Devi | Akkamma | Sadashiva Shetty,"The situation involves a family dispute, inheritance, and property rights, which are all legal issues that would likely be resolved through the courts or other legal mechanisms."
B_TuluOnly,14,enk wo court-g podu panda gothiji,I don't know which court I should go to,enk wo court-g podu panda gothiji,Courts/Legal-System,,Courts/Legal-System,Housing,Consumer/Money/Debt,0.90,True,True,False,0.2612,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Daneshwari | R.K. Usha Devi,The situation involves going to court and navigating the legal system.
B_TuluOnly,15,enk kas korodu-na jana betae jagga ullare,The person who owes me money is in a different place,enk kas korodu-na jana betae jagga ullare,Courts/Legal-System,Consumer/Money/Debt,Land/Property,Torts/Individuals,Housing,0.90,False,False,False,0.1557,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Amith Ramachandra | Ravishankara G.K.,The situation involves someone taking the person's land without permission and refusing to leave.
B_TuluOnly,16,enna neerekare-na mara enna ille-da mitte burud'd hal maltinde,My neighbor's tree fell on my house and damaged it,enna neerekare-na mara enna ille-da mitte burud'd hal maltinde,Torts/Individuals,Housing,Land/Property,Torts/Individuals,Courts/Legal-System,0.80,False,True,True,0.1597,R.K. Usha Devi vs. Akash V. Patil,R.K. Usha Devi | Dr. Alfred Aranha | Akkamma,The situation revolves around inheritance and property disputes.
B_TuluOnly,17,yera enna jagga-da mittae kenijja culud'd popujae,Someone is living on my land without asking and won't leave,yera enna jagga-da mittae kenijja culud'd popujae,Land/Property,Housing,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,True,True,0.1891,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Amith Ramachandra | R.K. Usha Devi,The situation involves someone taking something that belongs to the person without permission.
B_TuluOnly,18,betae jana aklena samanda mitte enna pudar pad'd maruwae,Someone is selling their things using my name,betae jana aklena samanda mitte enna pudar pad'd maruwae,IP/Identity,,Estates/Wills,Torts/Individuals,Consumer/Money/Debt,0.80,False,False,False,0.1831,Akkamma vs. Ramesh Patil,Akkamma | R.K. Usha Devi | Dr. Alfred Aranha,"The situation involves a dispute over a will and inheritance rights, which is a common theme in estates and wills cases."
B_TuluOnly,19,enna parat dhoni enan posa belae soor malpere ontaiyare,My old employer is stopping me from starting my own work,enna parat dhoni enan posa belae soor malpere ontaiyare,Work/Employment,,Torts/Individuals,Housing,Consumer/Money/Debt,0.80,False,False,False,0.1664,Ravishankara G.K. vs. Rekha,Ravishankara G.K. | State | Nikitha A.,"The situation appears to involve a dispute between two individuals, with one party claiming that the other has wronged them in some way."
B_TuluOnly,20,enna kotumba enna popae tir poyi boca enk korpina da jagga detere,After my father passed away my family took the land that was meant to be given to me,enna kotumba enna popae tir poyi boca enk korpina da jagga detere,Estates/Wills,Land/Property,Torts/Individuals,Land/Property,Housing,0.90,False,True,True,0.1648,Amith Ramachandra vs. Shantha,Amith Ramachandra | Sadashiva Shetty | Neelamegham,The situation involves someone taking something that belongs to the person without permission.
C_Phase1Priming,1,enna yejamaana enna kas wapas koryiijare,My landlord did not give back my money,enna yejamaana enna kas wapas koryiijare,Housing,Consumer/Money/Debt,Consumer/Money/Debt,Housing,Torts/Individuals,0.90,False,True,True,0.1906,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Amith Ramachandra | Ravishankara G.K.,The situation involves a financial issue between the person and their landlord.
C_Phase1Priming,2,enna dhani i thingoal kas koryijare,My employer did not pay me this month,enna dhani i thingoal kas koryijare,Work/Employment,,Work/Employment,Consumer/Money/Debt,Courts/Legal-System,0.80,True,True,False,0.1548,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | Vishwajit Umesh Naik,The situation appears to be related to the person's job or employment.
C_Phase1Priming,3,yera enna bailee tundu maltd'd eddae maltijji,Someone broke my fence and did not fix it,yera enna bailee tundu maltd'd eddae maltijji,Torts/Individuals,,Torts/Individuals,Housing,Land/Property,0.90,True,True,False,0.1664,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Premalatha | R.K. Usha Devi,Physical harm/damage caused by another individual without permission
C_Phase1Priming,4,yan yera-g kas kori boca al poyal,I gave someone money and they disappeared,yan yera-g kas kori boca al poyal,Consumer/Money/Debt,,Consumer/Money/Debt,Housing,Torts/Individuals,0.90,True,True,False,0.1763,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Amith Ramachandra | State,"The situation involves someone taking the person's money without permission, which falls under consumer/money/debt issues."
C_Phase1Priming,5,enna nerakare enna jagga detae,My neighbor took my land,enna nerakare enna jagga detae,Land/Property,,Land/Property,Torts/Individuals,Housing,0.90,True,True,False,0.1805,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Amith Ramachandra | Neelamegham,"The situation involves someone taking the person's land without permission, which falls under Land/Property."
C_Phase1Priming,6,yera enan badutu padi boca enna kai benae undu,After someone hit me with a stick my hand hurts,yera enan badutu padi boca enna kai benae undu,Torts/Individuals,,Housing,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,0.1821,Amith Ramachandra vs. Shantha,Amith Ramachandra | Akkamma | R.K. Usha Devi,The situation appears to be related to family property and disputes over ownership.
C_Phase1Priming,7,enna dhani yan podu panda pandare matra dal karana kori-ijjar,My boss told me to leave without any reason,enna dhani yan podu panda pandare matra dal karana kori-ijjar,Work/Employment,,Work/Employment,Courts/Legal-System,Housing,0.80,True,True,False,0.1648,Daneshwari vs. Raghavendra Mathapati,Daneshwari | R.K. Usha Devi | Neelamegham,The situation seems to be related to the person's job or occupation.
C_Phase1Priming,8,yan kas sala kenuna jana wapas koryijare,The person I lent money to is not returning it,yan kas sala kenuna jana wapas koryijare,Consumer/Money/Debt,,Work/Employment,Torts/Individuals,Estates/Wills,0.70,False,False,False,0.1865,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Sridhar P. | Premalatha,"The situation involves a family dispute over property and inheritance, which could be related to employment or work in a broader sense."
C_Phase1Priming,9,enna oppigay ijjandae yera enna ille-g battae,Someone came into my house without my permission,enna oppigay ijjandae yera enna ille-g battae,Housing,Land/Property,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,0.1664,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Ravishankara G.K. | Sadashiva Shetty,"Someone entered the person's house without permission, causing physical harm or damage to their property."
C_Phase1Priming,10,akleg enkulu yette nirnaya maltina kas jasti bodu,They want more money than what we decided,akleg enkulu yette nirnaya maltina kas jasti bodu,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.80,True,True,False,0.1569,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Premalatha | Amith Ramachandra,The situation seems to be related to financial transactions and restrictions.
C_Phase1Priming,11,enkulu yeppa mugiodu panda nirnaya malponaid dumbu mugiyere,They ended our agreement before the time we decided,enkulu yeppa mugiodu panda nirnaya malponaid dumbu mugiyere,Consumer/Money/Debt,Courts/Legal-System,Torts/Individuals,Land/Property,Consumer/Money/Debt,0.90,False,True,True,0.1812,Dr. Alfred Aranha vs. Sahel Peter Aranha,Dr. Alfred Aranha | R.K. Usha Devi | State,The situation involves someone taking something that belongs to the person without permission.
C_Phase1Priming,12,yan kakaji-da mittae pudar padyae matra dadae baryina panda gothiji,I signed a paper but did not understand what it said,yan kakaji-da mittae pudar padyae matra dadae baryina panda gothiji,Courts/Legal-System,Consumer/Money/Debt,Estates/Wills,Torts/Individuals,Land/Property,0.90,False,False,False,0.1576,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Daneshwari | Dr. Alfred Aranha,The situation involves a family dispute over inheritance and property rights.
C_Phase1Priming,13,yan kakaji-da mitte pudar padi boca akulu dadae nirnaya maltere panda maltijere,After I signed the paper they did not do what they agreed to,yan kakaji-da mitte pudar padi boca akulu dadae nirnaya maltere panda maltijere,Consumer/Money/Debt,,Consumer/Money/Debt,Courts/Legal-System,Torts/Individuals,0.90,True,True,False,0.1562,R.K. Usha Devi vs. Akash V. Patil,R.K. Usha Devi | Akkamma | Sadashiva Shetty,"The situation involves a dispute over property and inheritance, which are financial matters that fall under the Consumer/Money/Debt category."
C_Phase1Priming,14,enk wo court-g podu panda gothiji,I don't know which court I should go to,enk wo court-g podu panda gothiji,Courts/Legal-System,,Courts/Legal-System,Torts/Individuals,Housing,0.90,True,True,False,0.2612,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Daneshwari | R.K. Usha Devi,The person mentions 'court-g' and is likely dealing with a legal issue or dispute.
C_Phase1Priming,15,enk kas korodu-na jana betae jagga ullare,The person who owes me money is in a different place,enk kas korodu-na jana betae jagga ullare,Courts/Legal-System,Consumer/Money/Debt,Land/Property,Torts/Individuals,Housing,0.90,False,False,False,0.1557,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Amith Ramachandra | Ravishankara G.K.,The situation involves someone taking the person's land without permission.
C_Phase1Priming,16,enna neerekare-na mara enna ille-da mitte burud'd hal maltinde,My neighbor's tree fell on my house and damaged it,enna neerekare-na mara enna ille-da mitte burud'd hal maltinde,Torts/Individuals,Housing,Land/Property,Torts/Individuals,Housing,0.80,False,True,True,0.1597,R.K. Usha Devi vs. Akash V. Patil,R.K. Usha Devi | Dr. Alfred Aranha | Akkamma,"The situation revolves around a property dispute between spouses, making Land/Property the most likely category."
C_Phase1Priming,17,yera enna jagga-da mittae kenijja culud'd popujae,Someone is living on my land without asking and won't leave,yera enna jagga-da mittae kenijja culud'd popujae,Land/Property,Housing,Land/Property,Torts/Individuals,Housing,0.90,True,True,False,0.1891,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Amith Ramachandra | R.K. Usha Devi,The situation involves a dispute over someone else's land or property.
C_Phase1Priming,18,betae jana aklena samanda mitte enna pudar pad'd maruwae,Someone is selling their things using my name,betae jana aklena samanda mitte enna pudar pad'd maruwae,IP/Identity,,Estates/Wills,Land/Property,Courts/Legal-System,0.90,False,False,False,0.1831,Akkamma vs. Ramesh Patil,Akkamma | R.K. Usha Devi | Dr. Alfred Aranha,"The situation involves a dispute over inheritance and property rights, which are typical issues related to estates and wills."
C_Phase1Priming,19,enna parat dhoni enan posa belae soor malpere ontaiyare,My old employer is stopping me from starting my own work,enna parat dhoni enan posa belae soor malpere ontaiyare,Work/Employment,,Torts/Individuals,Housing,Consumer/Money/Debt,0.80,False,False,False,0.1664,Ravishankara G.K. vs. Rekha,Ravishankara G.K. | State | Nikitha A.,The situation involves a personal dispute between neighbors over property or land.
C_Phase1Priming,20,enna kotumba enna popae tir poyi boca enk korpina da jagga detere,After my father passed away my family took the land that was meant to be given to me,enna kotumba enna popae tir poyi boca enk korpina da jagga detere,Estates/Wills,Land/Property,Land/Property,Courts/Legal-System,Estates/Wills,0.90,False,True,True,0.1648,Amith Ramachandra vs. Shantha,Amith Ramachandra | Sadashiva Shetty | Neelamegham,"The situation involves family land and the person's father, suggesting a property-related issue."
D_KannadaScript,1,ಎನ್ನ ಯಜಮಾನ ಎನ್ನ ಕಾಸು ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,My landlord did not give back my money,ಎನ್ನ ಯಜಮಾನ ಎನ್ನ ಕಾಸು ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,Housing,Consumer/Money/Debt,Housing,Consumer/Money/Debt,Torts/Individuals,0.90,True,True,False,0.2110,Vishwajit Umesh Naik vs. Pranjal Vishwajit Naik,Vishwajit Umesh Naik | Nikitha A. | Neelamegham,The situation involves a dispute with a landlord and is typically related to housing or tenancy issues.
D_KannadaScript,2,ಎನ್ನ ಧನಿ ಈ ತಿಂಗೊಲು ಕಾಸು ಕೊರ್ತಿಜ್ಜರೆ,My employer did not pay me this month,ಎನ್ನ ಧನಿ ಈ ತಿಂಗೊಲು ಕಾಸು ಕೊರ್ತಿಜ್ಜರೆ,Work/Employment,,Torts/Individuals,Courts/Legal-System,Housing,0.90,False,False,False,0.1702,Neelamegham vs. Assistant Commissioner & Special LAO,Neelamegham | Sadashiva Shetty | Amith Ramachandra,The situation involves a dispute between individuals that affects their personal property and living space.
D_KannadaScript,3,ಏರೋ ಎನ್ನ ಬೈಲಿ ತುಂಡು ಮಲ್ತ್‌ದ್ ಎಡ್ಡೆ ಮಲ್ತಿಜ್ಜಿ,Someone broke my fence and did not fix it,ಏರೋ ಎನ್ನ ಬೈಲಿ ತುಂಡು ಮಲ್ತ್‌ದ್ ಎಡ್ಡೆ ಮಲ್ತಿಜ್ಜಿ,Torts/Individuals,,Land/Property,Consumer/Money/Debt,Housing,0.90,False,False,False,0.1578,State vs. M. Shanthilal Manikylal,State | Ravishankara G.K. | Akkamma,The situation involves the person's house and property-related issues.
D_KannadaScript,4,ಯಾನ್ ಏರೆಗೋ ಕಾಸು ಕೊರಿ ಬೊಕ್ಕ ಆಲ್ ಪೋಯಲ್,I gave someone money and they disappeared,ಯಾನ್ ಏರೆಗೋ ಕಾಸು ಕೊರಿ ಬೊಕ್ಕ ಆಲ್ ಪೋಯಲ್,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.80,True,True,False,0.1927,State vs. M. Shanthilal Manikylal,State | Dr. Alfred Aranha | Ravishankara G.K.,The situation revolves around financial issues related to an accident involving the person's vehicle.
D_KannadaScript,5,ಎನ್ನ ನೆರೆಕರೆ ಎನ್ನ ಜಾಗ ದೆತ್ತ್‌ದೆ,My neighbor took my land,ಎನ್ನ ನೆರೆಕರೆ ಎನ್ನ ಜಾಗ ದೆತ್ತ್‌ದೆ,Land/Property,,Land/Property,Torts/Individuals,Work/Employment,0.80,True,True,False,0.2057,Nikitha A. vs. Santhosh Ghatke,Nikitha A. | State | R.K. Usha Devi,The situation appears to be about someone else taking away the person's property.
D_KannadaScript,6,ಏರೋ ಎನನ್ ಬಡುತು ಪಾಡಿ ಬೊಕ್ಕ ಎನ್ನ ಕೈ ಬೆನೆ ಉಂಡು,After someone hit me with a stick my hand hurts,ಏರೋ ಎನನ್ ಬಡುತು ಪಾಡಿ ಬೊಕ್ಕ ಎನ್ನ ಕೈ ಬೆನೆ ಉಂಡು,Torts/Individuals,,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.80,False,True,True,0.2296,R.K. Usha Devi vs. Akash V. Patil,R.K. Usha Devi | Akkamma | Amith Ramachandra,The situation appears to be related to financial difficulties and the need for assistance.
