condition,id,display_text,english_gloss,list_primary,list_secondary,pred_top1,pred_top2,pred_top3,top1_confidence,hits1,hits3,partial_credit,top1_reasoning
Malayalam_full,7,എന്ന ധനി യാൻ പോഡു പണ്ഡ പണ്ഡരെ മാത്ര ദാൽ കാരണ കൊർതിജ്ജർ,My boss told me to leave without any reason,Work/Employment,,Consumer/Money/Debt,Work/Employment,Housing,0.95,False,True,True,Employer not paying employee as agreed
Malayalam_full,8,യാൻ കാസു സാല കൊർതിന ജന വാപസ് കൊർതിജ്ജരെ,The person I lent money to is not returning it,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Housing,0.95,True,True,False,The situation involves a loan or debt that was not repaid.
Malayalam_full,9,എന്ന ഒപ്പിഗെ ഇജ്ജാന്ദെ ഏരോ എന്ന ഇല്ല്ഗ് ബത്തെ,Someone came into my house without my permission,Housing,Land/Property,Torts/Individuals,Housing,Housing,0.95,False,True,True,Someone entering your house without permission is a classic tort
Malayalam_full,10,അക്ലെഗ് എങ്കുലു ഏത് നിർണയ മൽതിന കാസു ജാസ്തി ബോഡു,They want more money than what we decided,Consumer/Money/Debt,,Consumer/Money/Debt,Housing,Torts/Individuals,0.85,True,True,False,Dispute over money owed to the person
Malayalam_full,11,എങ്കുലു യെപ്പ മുഗിഡു പണ്ഡ നിർണയ മല്പൊനെർദ് ദുംബു മുഗിയെരെ,They ended our agreement before the time we decided,Consumer/Money/Debt,Courts/Legal-System,Housing,Torts/Individuals,Consumer/Money/Debt,0.95,False,True,True,Landlord-tenant dispute over tenancy termination
Malayalam_full,12,യാൻ കാഗജിദ മിത്ത് പുദർ പാഡ്യെ മാത്ര ദാദ ബരെദിന പണ്ഡ ഗൊത്തിജ,I signed a paper but did not understand what it said,Courts/Legal-System,Consumer/Money/Debt,IP/Identity,Torts/Individuals,Courts/Legal-System,0.95,False,True,True,The situation involves someone else using the person's name or signature without their consent.
Malayalam_full,13,യാൻ കാഗജിദ മിത്ത് പുദർ പാഡി ബൊക്ക അകുലു ദാദ നിർണയ മൽതെരെ,After I signed the paper they did not do what they agreed to,Consumer/Money/Debt,,IP/Identity,Torts/Individuals,Housing,0.85,False,False,False,Someone signed another person's name without permission
Malayalam_full,14,എങ്ക് ഓ വാ കോർട്ഗ് പോഡു പണ്ഡ ഗൊത്തിജ്ജി,I don't know which court I should go to,Courts/Legal-System,,Consumer/Money/Debt,Torts/Individuals,Housing,0.85,False,False,False,Unauthorized taking of money without permission
Malayalam_full,15,എങ്ക് കാസു കൊരൊഡുപിന ജന ബേതെ ജാഗഡ് ഉല്ലരെ,The person who owes me money is in a different place,Courts/Legal-System,Consumer/Money/Debt,Land/Property,Torts/Individuals,Housing,0.95,False,False,False,Unauthorized occupation of someone else's property
Malayalam_full,16,എന്ന നെരെകരെത നാ മര എന്ന ഇല്ല്ദ മിത്ത് ബൂരുദു ഹാൾ മൽത്ണ്ഡ്,My neighbor's tree fell on my house and damaged it,Torts/Individuals,Housing,Torts/Individuals,Housing,Land/Property,0.95,True,True,False,Neighbor entering property without permission
Malayalam_full,17,ഏരോ എന്ന ജാഗദ മിത്ത് കെന്നിജ്ദെ കുല്ലുദു പോപുജെ,Someone is living on my land without asking and won't leave,Land/Property,Housing,Land/Property,Torts/Individuals,Housing,0.85,True,True,False,Unauthorized entry onto someone's land
Malayalam_full,18,ബേതെ ജന അക്ലെന സാമാൻ ദ മിത്ത് എന്ന പുദർ പാഡ്ദ് മരുവെർ,Someone is selling their things using my name,IP/Identity,,IP/Identity,Torts/Individuals,Courts/Legal-System,0.95,True,True,False,Signature taken without permission
Malayalam_full,19,എന്ന പരത്ത് ധനി എനൻ പൊസ ബേലെ ശുരു മല്പെരെ ഒന്തിയെരെ,My old employer is stopping me from starting my own work,Work/Employment,,Work/Employment,Consumer/Money/Debt,Torts/Individuals,0.95,True,True,False,The situation involves an employee who has not received payment from their employer for work done.
Malayalam_full,20,എന്ന കുടുംബ എന്ന അപ്പെ തീർ പോയി ബൊക്ക കൊർപിന ദ ജാഗ ദെത്തെര,After my father passed away my family took the land that was meant to be given to me,Estates/Wills,Land/Property,Land/Property,Torts/Individuals,Housing,0.95,False,True,True,Dispute over land ownership and possession
Kannada_sparse,1,ಎನ್ನ ಯಜಮಾನ ಎನ್ನ ಕಾಸು ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,My landlord did not give back my money,Housing,Consumer/Money/Debt,Housing,Torts/Individuals,Consumer/Money/Debt,0.85,True,True,False,Security deposits not returned
Kannada_sparse,2,ಎನ್ನ ಧನಿ ಈ ತಿಂಗೊಲು ಕಾಸು ಕೊರ್ತಿಜ್ಜರೆ,My employer did not pay me this month,Work/Employment,,Consumer/Money/Debt,Housing,Torts/Individuals,0.85,False,False,False,Financial issue related to money being taken or not returned
Kannada_sparse,3,ಏರೋ ಎನ್ನ ಬೈಲಿ ತುಂಡು ಮಲ್ತ್‌ದ್ ಎಡ್ಡೆ ಮಲ್ತಿಜ್ಜಿ,Someone broke my fence and did not fix it,Torts/Individuals,,Torts/Individuals,Housing,Land/Property,0.85,True,True,False,Property damage caused by another person
Kannada_sparse,4,ಯಾನ್ ಏರೆಗೋ ಕಾಸು ಕೊರಿ ಬೊಕ್ಕ ಆಲ್ ಪೋಯಲ್,I gave someone money and they disappeared,Consumer/Money/Debt,,Housing,Torts/Individuals,Consumer/Money/Debt,0.85,False,True,True,Trespassing or unauthorized entry into a dwelling
Kannada_sparse,5,ಎನ್ನ ನೆರೆಕರೆ ಎನ್ನ ಜಾಗ ದೆತ್ತ್‌ದೆ,My neighbor took my land,Land/Property,,Torts/Individuals,Housing,Courts/Legal-System,0.85,False,False,False,Someone entering your house without permission
Kannada_sparse,6,ಏರೋ ಎನನ್ ಬಡುತು ಪಾಡಿ ಬೊಕ್ಕ ಎನ್ನ ಕೈ ಬೆನೆ ಉಂಡು,After someone hit me with a stick my hand hurts,Torts/Individuals,,Torts/Individuals,Housing,Consumer/Money/Debt,0.85,True,True,False,Property damage caused by another person
Kannada_sparse,7,ಎನ್ನ ಧನಿ ಯಾನ್ ಪೋಡು ಪಂಡ ಪಂಡರೆ ಮಾತ್ರ ದಾಲ್ ಕಾರಣ ಕೊರ್ತಿಜ್ಜರ್,My boss told me to leave without any reason,Work/Employment,,Consumer/Money/Debt,Torts/Individuals,Housing,0.85,False,False,False,Dispute over money given to someone else
Kannada_sparse,8,ಯಾನ್ ಕಾಸು ಸಾಲ ಕೊರ್ತಿನ ಜನ ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,The person I lent money to is not returning it,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Housing,0.85,True,True,False,Loan or borrowing of money
Kannada_sparse,9,ಎನ್ನ ಒಪ್ಪಿಗೆ ಇಜ್ಜಾಂದೆ ಏರೋ ಎನ್ನ ಇಲ್ಲ್‌ಗ್ ಬತ್ತೆ,Someone came into my house without my permission,Housing,Land/Property,Torts/Individuals,Housing,Work/Employment,0.85,False,True,True,Someone entered the person's house without permission
Kannada_sparse,10,ಅಕ್ಲೆಗ್ ಎಂಕುಲು ಏತ್ ನಿರ್ಣಯ ಮಲ್ತಿನ ಕಾಸು ಜಾಸ್ತಿ ಬೋಡು,They want more money than what we decided,Consumer/Money/Debt,,Consumer/Money/Debt,Housing,Torts/Individuals,0.85,True,True,False,Dispute over someone else's financial obligations
Kannada_sparse,11,ಎಂಕುಲು ಯೆಪ್ಪ ಮುಗಿಡು ಪಂಡ ನಿರ್ಣಯ ಮಲ್ಪೊನೆರ್ದ್ ದುಂಬು ಮುಗಿಯೆರೆ,They ended our agreement before the time we decided,Consumer/Money/Debt,Courts/Legal-System,Work/Employment,Courts/Legal-System,Torts/Individuals,0.85,False,True,True,Contractual dispute about premature termination
Kannada_sparse,12,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡ್ಯೆ ಮಾತ್ರ ದಾದ ಬರೆದಿನ ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,I signed a paper but did not understand what it said,Courts/Legal-System,Consumer/Money/Debt,Courts/Legal-System,Torts/Individuals,Housing,0.85,True,True,False,Dispute over a written document that was not accepted
Kannada_sparse,13,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡಿ ಬೊಕ್ಕ ಅಕುಲು ದಾದ ನಿರ್ಣಯ ಮಲ್ತೆರೆ ಪಂಡ ಮಲ್ತಿಜೆರೆ,After I signed the paper they did not do what they agreed to,Consumer/Money/Debt,,Courts/Legal-System,Housing,Torts/Individuals,0.95,False,False,False,Legal dispute over signed document
Kannada_sparse,14,ಎಂಕ್ ಓ ವಾ ಕೋರ್ಟ್‌ಗ್ ಪೋಡು ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,I don't know which court I should go to,Courts/Legal-System,,Courts/Legal-System,Housing,Torts/Individuals,0.95,True,True,False,The person is trying to go to court but doesn't know if they have a case.
Kannada_sparse,15,ಎಂಕ್ ಕಾಸು ಕೊರೊಡುಪಿನ ಜನ ಬೇತೆ ಜಾಗಡ್ ಉಲ್ಲರೆ,The person who owes me money is in a different place,Courts/Legal-System,Consumer/Money/Debt,Torts/Individuals,Housing,Land/Property,0.85,False,False,False,Unauthorized entry into someone's property
Kannada_sparse,16,ಎನ್ನ ನೆರೆಕರೆತ ನಾ ಮರ ಎನ್ನ ಇಲ್ಲ್‌ದ ಮಿತ್ತ್ ಬೂರುದು ಹಾಳ್ ಮಲ್ತ್ಂಡ್,My neighbor's tree fell on my house and damaged it,Torts/Individuals,Housing,Torts/Individuals,Housing,Land/Property,0.85,True,True,False,Property damage caused by another person
Kannada_sparse,17,ಏರೋ ಎನ್ನ ಜಾಗದ ಮಿತ್ತ್ ಕೆನ್ನಿಜ್ದೆ ಕುಲ್ಲುದು ಪೋಪುಜೆ,Someone is living on my land without asking and won't leave,Land/Property,Housing,Torts/Individuals,Housing,Courts/Legal-System,0.85,False,True,True,Unauthorized entry into someone's home
