condition,id,display_text,english_gloss,list_primary,list_secondary,pred_top1,pred_top2,pred_top3,top1_confidence,hits1,hits3,partial_credit,used_rag,n_passages_survived,top1_reasoning
CRAG_judge_kannada,11,ಎಂಕುಲು ಯೆಪ್ಪ ಮುಗಿಡು ಪಂಡ ನಿರ್ಣಯ ಮಲ್ಪೊನೆರ್ದ್ ದುಂಬು ಮುಗಿಯೆರೆ,They ended our agreement before the time we decided,Consumer/Money/Debt,Courts/Legal-System,Work/Employment,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,True,3,The situation involves the person's struggle to find employment.
CRAG_judge_kannada,12,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡ್ಯೆ ಮಾತ್ರ ದಾದ ಬರೆದಿನ ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,I signed a paper but did not understand what it said,Courts/Legal-System,Consumer/Money/Debt,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,True,3,The situation involves a financial issue related to insufficient funds in a bank account.
CRAG_judge_kannada,13,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡಿ ಬೊಕ್ಕ ಅಕುಲು ದಾದ ನಿರ್ಣಯ ಮಲ್ತೆರೆ ಪಂಡ ಮಲ್ತಿಜೆರೆ,After I signed the paper they did not do what they agreed to,Consumer/Money/Debt,,IP/Identity,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,True,3,"The situation involves personal identity and naming of an individual (in this case, a child)"
CRAG_judge_kannada,14,ಎಂಕ್ ಓ ವಾ ಕೋರ್ಟ್‌ಗ್ ಪೋಡು ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,I don't know which court I should go to,Courts/Legal-System,,Land/Property,Torts/Individuals,Consumer/Money/Debt,0.80,False,False,False,True,3,"The situation involves a dispute over property and assets, which is the primary focus of this category."
CRAG_judge_kannada,15,ಎಂಕ್ ಕಾಸು ಕೊರೊಡುಪಿನ ಜನ ಬೇತೆ ಜಾಗಡ್ ಉಲ್ಲರೆ,The person who owes me money is in a different place,Courts/Legal-System,Consumer/Money/Debt,Land/Property,Torts/Individuals,Consumer/Money/Debt,0.80,False,True,True,True,3,The person is facing a problem related to their ancestral property and the dispute over its ownership.
CRAG_judge_kannada,16,ಎನ್ನ ನೆರೆಕರೆತ ನಾ ಮರ ಎನ್ನ ಇಲ್ಲ್‌ದ ಮಿತ್ತ್ ಬೂರುದು ಹಾಳ್ ಮಲ್ತ್ಂಡ್,My neighbor's tree fell on my house and damaged it,Torts/Individuals,Housing,Work/Employment,Land/Property,Housing,0.80,False,True,True,True,3,"The situation appears to be related to a property dispute between neighbors, which may involve issues of ownership, boundaries, or shared responsibilities."
CRAG_judge_kannada,17,ಏರೋ ಎನ್ನ ಜಾಗದ ಮಿತ್ತ್ ಕೆನ್ನಿಜ್ದೆ ಕುಲ್ಲುದು ಪೋಪುಜೆ,Someone is living on my land without asking and won't leave,Land/Property,Housing,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,True,True,True,3,The situation involves an individual's right to live in their home being threatened.
CRAG_judge_kannada,18,ಬೇತೆ ಜನ ಅಕ್ಲೆನ ಸಾಮಾನ್ ದ ಮಿತ್ತ್ ಎನ್ನ ಪುದರ್ ಪಾಡ್‌ದ್ ಮರುವೆರ್,Someone is selling their things using my name,IP/Identity,,Torts/Individuals,Land/Property,Consumer/Money/Debt,0.90,False,False,False,True,3,The situation involves a dispute between individuals over personal property.
CRAG_judge_kannada,19,ಎನ್ನ ಪರತ್ತ್ ಧನಿ ಎನನ್ ಪೊಸ ಬೇಲೆ ಶುರು ಮಲ್ಪೆರೆ ಒಂತಿಯೆರೆ,My old employer is stopping me from starting my own work,Work/Employment,,Consumer/Money/Debt,Courts/Legal-System,Torts/Individuals,0.90,False,False,False,True,3,The situation involves financial difficulties and debt repayment.
CRAG_judge_kannada,20,ಎನ್ನ ಕುಟುಂಬ ಎನ್ನ ಅಪ್ಪೆ ತೀರ್ ಪೋಯಿ ಬೊಕ್ಕ ಕೊರ್ಪಿನ ದ ಜಾಗ ದೆತ್ತೆರೆ,After my father passed away my family took the land that was meant to be given to me,Estates/Wills,Land/Property,Torts/Individuals,Courts/Legal-System,Housing,0.80,False,False,False,True,3,The situation involves a personal injury or loss (the death of the person's mother) and potential disputes over property rights.
CRAG_judge_english_gloss,1,ಎನ್ನ ಯಜಮಾನ ಎನ್ನ ಕಾಸು ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,My landlord did not give back my money,Housing,Consumer/Money/Debt,Housing,Consumer/Money/Debt,Courts/Legal-System,0.90,True,True,False,True,1,Landlord-tenant dispute and missing money
CRAG_judge_english_gloss,2,ಎನ್ನ ಧನಿ ಈ ತಿಂಗೊಲು ಕಾಸು ಕೊರ್ತಿಜ್ಜರೆ,My employer did not pay me this month,Work/Employment,,Consumer/Money/Debt,Work/Employment,Housing,0.90,False,True,True,False,0,The person's employer owes them money from this month.
CRAG_judge_english_gloss,3,ಏರೋ ಎನ್ನ ಬೈಲಿ ತುಂಡು ಮಲ್ತ್‌ದ್ ಎಡ್ಡೆ ಮಲ್ತಿಜ್ಜಿ,Someone broke my fence and did not fix it,Torts/Individuals,,Torts/Individuals,Housing,Land/Property,0.90,True,True,False,True,1,Physical harm/damage caused by another person without permission
CRAG_judge_english_gloss,4,ಯಾನ್ ಏರೆಗೋ ಕಾಸು ಕೊರಿ ಬೊಕ್ಕ ಆಲ್ ಪೋಯಲ್,I gave someone money and they disappeared,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,True,True,False,True,1,The person is trying to return some money after doing something.
CRAG_judge_english_gloss,5,ಎನ್ನ ನೆರೆಕರೆ ಎನ್ನ ಜಾಗ ದೆತ್ತ್‌ದೆ,My neighbor took my land,Land/Property,,Housing,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,True,2,"The situation description mentions the person's home or property, which suggests a housing-related issue."
CRAG_judge_english_gloss,6,ಏರೋ ಎನನ್ ಬಡುತು ಪಾಡಿ ಬೊಕ್ಕ ಎನ್ನ ಕೈ ಬೆನೆ ಉಂಡು,After someone hit me with a stick my hand hurts,Torts/Individuals,,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,True,True,False,False,0,Injury caused by another person's action
CRAG_judge_english_gloss,7,ಎನ್ನ ಧನಿ ಯಾನ್ ಪೋಡು ಪಂಡ ಪಂಡರೆ ಮಾತ್ರ ದಾಲ್ ಕಾರಣ ಕೊರ್ತಿಜ್ಜರ್,My boss told me to leave without any reason,Work/Employment,,Work/Employment,Consumer/Money/Debt,Torts/Individuals,0.90,True,True,False,True,1,The situation involves an employer-employee relationship and payment issues.
CRAG_judge_english_gloss,8,ಯಾನ್ ಕಾಸು ಸಾಲ ಕೊರ್ತಿನ ಜನ ವಾಪಸ್ ಕೊರ್ತಿಜ್ಜರೆ,The person I lent money to is not returning it,Consumer/Money/Debt,,Consumer/Money/Debt,Housing,Housing,0.90,True,True,False,True,2,"The situation involves borrowing and repaying money, which falls under the umbrella of consumer finance and debt management."
CRAG_judge_english_gloss,9,ಎನ್ನ ಒಪ್ಪಿಗೆ ಇಜ್ಜಾಂದೆ ಏರೋ ಎನ್ನ ಇಲ್ಲ್‌ಗ್ ಬತ್ತೆ,Someone came into my house without my permission,Housing,Land/Property,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,True,True,True,1,Someone entered another person's house without permission
CRAG_judge_english_gloss,10,ಅಕ್ಲೆಗ್ ಎಂಕುಲು ಏತ್ ನಿರ್ಣಯ ಮಲ್ತಿನ ಕಾಸು ಜಾಸ್ತಿ ಬೋಡು,They want more money than what we decided,Consumer/Money/Debt,,Housing,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,True,2,The situation involves temporary residence arrangements and potential impacts on daily life.
CRAG_judge_english_gloss,11,ಎಂಕುಲು ಯೆಪ್ಪ ಮುಗಿಡು ಪಂಡ ನಿರ್ಣಯ ಮಲ್ಪೊನೆರ್ದ್ ದುಂಬು ಮುಗಿಯೆರೆ,They ended our agreement before the time we decided,Consumer/Money/Debt,Courts/Legal-System,Work/Employment,Torts/Individuals,IP/Identity,0.90,False,False,False,True,3,The situation appears to be centered around the person's job and potential termination.
CRAG_judge_english_gloss,12,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡ್ಯೆ ಮಾತ್ರ ದಾದ ಬರೆದಿನ ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,I signed a paper but did not understand what it said,Courts/Legal-System,Consumer/Money/Debt,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,False,True,True,True,3,"The situation involves a debt settlement issue, which is the primary focus of this category."
CRAG_judge_english_gloss,13,ಯಾನ್ ಕಾಗಜಿದ ಮಿತ್ತ್ ಪುದರ್ ಪಾಡಿ ಬೊಕ್ಕ ಅಕುಲು ದಾದ ನಿರ್ಣಯ ಮಲ್ತೆರೆ ಪಂಡ ಮಲ್ತಿಜೆರೆ,After I signed the paper they did not do what they agreed to,Consumer/Money/Debt,,Courts/Legal-System,IP/Identity,Torts/Individuals,0.90,False,False,False,False,0,Signed a document without understanding its contents
CRAG_judge_english_gloss,14,ಎಂಕ್ ಓ ವಾ ಕೋರ್ಟ್‌ಗ್ ಪೋಡು ಪಂಡ ಗೊತ್ತಿಜ್ಜಿ,I don't know which court I should go to,Courts/Legal-System,,Courts/Legal-System,Consumer/Money/Debt,Torts/Individuals,0.90,True,True,False,True,1,The person is unsure about what to do with a court case.
CRAG_judge_english_gloss,15,ಎಂಕ್ ಕಾಸು ಕೊರೊಡುಪಿನ ಜನ ಬೇತೆ ಜಾಗಡ್ ಉಲ್ಲರೆ,The person who owes me money is in a different place,Courts/Legal-System,Consumer/Money/Debt,Torts/Individuals,Consumer/Money/Debt,Land/Property,0.85,False,True,True,True,1,Someone has taken the person's money and occupied another land without permission.
CRAG_judge_english_gloss,16,ಎನ್ನ ನೆರೆಕರೆತ ನಾ ಮರ ಎನ್ನ ಇಲ್ಲ್‌ದ ಮಿತ್ತ್ ಬೂರುದು ಹಾಳ್ ಮಲ್ತ್ಂಡ್,My neighbor's tree fell on my house and damaged it,Torts/Individuals,Housing,Torts/Individuals,Land/Property,Housing,0.90,True,True,False,False,0,Damage caused by another individual to the person's property without permission
CRAG_judge_english_gloss,17,ಏರೋ ಎನ್ನ ಜಾಗದ ಮಿತ್ತ್ ಕೆನ್ನಿಜ್ದೆ ಕುಲ್ಲುದು ಪೋಪುಜೆ,Someone is living on my land without asking and won't leave,Land/Property,Housing,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,True,True,True,2,The situation involves a dispute over living space and feels like an individual tort.
CRAG_judge_english_gloss,18,ಬೇತೆ ಜನ ಅಕ್ಲೆನ ಸಾಮಾನ್ ದ ಮಿತ್ತ್ ಎನ್ನ ಪುದರ್ ಪಾಡ್‌ದ್ ಮರುವೆರ್,Someone is selling their things using my name,IP/Identity,,Torts/Individuals,Land/Property,Work/Employment,0.90,False,False,False,True,3,"The situation involves someone else taking the person's property without permission, which is a classic example of a tort."
CRAG_judge_english_gloss,19,ಎನ್ನ ಪರತ್ತ್ ಧನಿ ಎನನ್ ಪೊಸ ಬೇಲೆ ಶುರು ಮಲ್ಪೆರೆ ಒಂತಿಯೆರೆ,My old employer is stopping me from starting my own work,Work/Employment,,Work/Employment,Housing,Consumer/Money/Debt,0.90,True,True,False,True,1,The situation revolves around the person's employment relationship and employer's actions.
CRAG_judge_english_gloss,20,ಎನ್ನ ಕುಟುಂಬ ಎನ್ನ ಅಪ್ಪೆ ತೀರ್ ಪೋಯಿ ಬೊಕ್ಕ ಕೊರ್ಪಿನ ದ ಜಾಗ ದೆತ್ತೆರೆ,After my father passed away my family took the land that was meant to be given to me,Estates/Wills,Land/Property,Torts/Individuals,Housing,Work/Employment,0.80,False,False,False,True,3,The situation involves a personal tragedy and potential disputes over property rights.
