model,condition,id,display_text,english_gloss,list_primary,list_secondary,pred_top1,pred_top2,pred_top3,top1_confidence,hits1,hits3,partial_credit,top1_reasoning
llama3,M_full,56,enna popa onji vil budande tir poyi bokka enna megge-palayenakulu enan buddu astin pura pattonduller.,My father died without a will and my siblings are dividing everything without me,Estates/Wills,,Torts/Individuals,Housing,Land/Property,0.90,False,False,False,Unauthorized entry into the person's house
llama3,M_full,57,enna ammana bangar enk korper pand pandi bokka amma tir poyi bokka enna palaye aven pura dettonye.,My mother's jewelry was promised to me but my brother took it after she died,Estates/Wills,,Land/Property,Torts/Individuals,Estates/Wills,0.90,False,True,True,Dispute over land ownership
llama3,M_full,58,enna popa tir poyi bokka enna oppige ijjande enna popa-ammana illan maryer pandd gottand.,I found out my parents' house was sold after my father's death without our agreement,Estates/Wills,Land/Property,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,Another person entered the individual's house without permission
llama3,M_full,59,"enna mamu, ajjer-na jagan pattere kenondijjer.",My uncle is refusing to share the property left by my grandfather,Estates/Wills,Land/Property,Land/Property,Torts/Individuals,Housing,0.90,False,True,True,Unauthorized entry into someone's land or property
llama3,M_full,60,enna kandani tir poyi bokka enna kandanina kutunbadakulu enan enklena illad kulyere budondijjer.,After my husband passed away his family is not letting me stay in our house,Estates/Wills,Housing,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,Property damage caused by another person's action
llama3,M_sparse,41,enkulu nadetonduittinapaga enna baritaklena nayi enna balen cuccind.,My neighbor's dog bit my child while we were walking,Torts/Individuals,,Torts/Individuals,Housing,Land/Property,0.90,True,True,False,Someone entered the person's home without permission
llama3,M_sparse,42,ero enklena untondu ittina karg akd poyer.,Someone crashed into my parked vehicle and drove away,Torts/Individuals,,Torts/Individuals,Housing,Land/Property,0.90,True,True,False,Someone entered the person's property without permission
llama3,M_sparse,43,onji beledaye enna mitt saman budpad enk tagnd.,A worker dropped something that injured me,Torts/Individuals,,Land/Property,Torts/Individuals,Estates/Wills,0.85,False,True,True,Dispute over ownership or possession of property
llama3,M_sparse,44,hallid yera enna bagge sullu pandd enna pudarn hal malter.,Someone spread lies about me that damaged my reputation in the village,Torts/Individuals,,Torts/Individuals,Housing,Land/Property,0.90,True,True,False,Someone entered the person's home without permission
llama3,M_sparse,45,enna nerekareda aklena pettalu enna pura bulen tindd hal maltnd.,My neighbor's cattle keep destroying my crops,Torts/Individuals,Land/Property,Torts/Individuals,Housing,Land/Property,0.90,True,True,False,Someone entered the person's home without permission
llama3,M_sparse,46,"enk nyayalayada onji kakaji baidnd, matra ait dada panonduller pandd gottiji.",I received a court notice but I don't understand what it is asking me to do,Courts/Legal-System,,Torts/Individuals,Housing,Land/Property,0.90,False,False,False,Someone entered the person's home without permission
llama3,M_sparse,47,"enk nyayalayag popina tarikh tatnd, dayeg panda enk erela epa e podu pandd pandijer.",I missed a court date because no one explained when I needed to appear,Courts/Legal-System,,Torts/Individuals,Housing,Courts/Legal-System,0.90,False,True,True,Someone entered the person's home without permission
llama3,M_sparse,48,enk enna kelsada dhanina mitt enca duru korodu pandd gottiji.,I don't know how to file a complaint against my employer,Courts/Legal-System,Work/Employment,Torts/Individuals,Housing,Consumer/Money/Debt,0.85,False,False,False,Property damage caused by another person's action
llama3,M_sparse,49,polis-da akulu enna durun dettonere tayar ijjer.,The police would not register my complaint,Courts/Legal-System,,Torts/Individuals,Housing,Land/Property,0.90,False,False,False,Invasion of personal space
llama3,M_sparse,50,"enk onji vakil bodu pandd pander, matra enk vakiln enca nadodu pandd gottiji.",I was told I need a lawyer but I don't know how to find one,Courts/Legal-System,,Torts/Individuals,Work/Employment,Land/Property,0.85,False,False,False,Personal injury or property damage scenario
llama3,M_sparse,51,enk gottijande yera enna pudard sala dettonyer.,Someone opened a loan in my name without my knowledge,IP/Identity,Consumer/Money/Debt,Housing,Torts/Individuals,Land/Property,0.90,False,False,False,Unauthorized entry into a dwelling
llama3,M_sparse,52,enada kenande yera enna photon jahiratud upayoga maltonduller.,My photo is being used in an advertisement without my permission,IP/Identity,,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,False,False,Unauthorized entry into someone's home
llama3,M_sparse,53,yera ennaleka anlain-d natane maltd enna kutunbadaklen dongi maltonduller.,Someone is pretending to be me online to trick my relatives,IP/Identity,,Torts/Individuals,Housing,Consumer/Money/Debt,0.85,False,False,False,Physical harm/damage caused by another person's action
llama3,M_sparse,54,vova onji angadi enna kutunbada angadida pudaran upayoga maltondundu,A shop is using my family's business name without asking,IP/Identity,,Torts/Individuals,Housing,Land/Property,0.85,False,False,False,Someone entered the person's home without permission
llama3,M_sparse,55,enklena kutunba maltd maruna samanda disain-n yera kandder.,Someone stole the design of the products my family makes and sells,IP/Identity,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,Someone entered the person's property without permission and caused harm
llama3,M_sparse,56,enna popa onji vil budande tir poyi bokka enna megge-palayenakulu enan buddu astin pura pattonduller.,My father died without a will and my siblings are dividing everything without me,Estates/Wills,,Torts/Individuals,Housing,Land/Property,0.90,False,False,False,"Someone entered the person's home without permission, causing tension and potentially harm."
llama3,M_sparse,57,enna ammana bangar enk korper pand pandi bokka amma tir poyi bokka enna palaye aven pura dettonye.,My mother's jewelry was promised to me but my brother took it after she died,Estates/Wills,,Housing,Torts/Individuals,Land/Property,0.85,False,False,False,Family property dispute
llama3,M_sparse,58,enna popa tir poyi bokka enna oppige ijjande enna popa-ammana illan maryer pandd gottand.,I found out my parents' house was sold after my father's death without our agreement,Estates/Wills,Land/Property,Housing,Torts/Individuals,Land/Property,0.95,False,True,True,Unauthorized entry into a person's dwelling
llama3,M_sparse,59,"enna mamu, ajjer-na jagan pattere kenondijjer.",My uncle is refusing to share the property left by my grandfather,Estates/Wills,Land/Property,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,Someone entered the person's home without permission
llama3,M_sparse,60,enna kandani tir poyi bokka enna kandanina kutunbadakulu enan enklena illad kulyere budondijjer.,After my husband passed away his family is not letting me stay in our house,Estates/Wills,Housing,Torts/Individuals,Housing,Land/Property,0.90,False,True,True,Someone entered the person's home without permission
llama3,L_full,41,എങ്കുലു നഡെതൊന്ദുിത്തിനപഗ എന്ന ബരിത്അക്ലെന നായി എന്ന ബാലെൻ ചൂച്ചിണ്ഡ്.,My neighbor's dog bit my child while we were walking,Torts/Individuals,,Torts/Individuals,Housing,Land/Property,0.90,True,True,False,Property damage caused by another person's action
llama3,L_full,42,ഏരൊ എങ്ക്ലെന ഉന്തോന്ദു ഇത്തിന കാർഗ് ആക്ദ് പോയെർ.,Someone crashed into my parked vehicle and drove away,Torts/Individuals,,Torts/Individuals,Housing,Land/Property,0.90,True,True,False,Someone entered the person's house without permission
llama3,L_full,43,ഒഞ്ജി ബേലെദായെ എന്ന മിത്ത് സാമാൻ ബൂഡ്പാദ് എങ്ക് താഗ്ണ്ഡ്.,A worker dropped something that injured me,Torts/Individuals,,Land/Property,Torts/Individuals,Housing,0.90,False,True,True,The person is complaining about someone taking their property without permission.
llama3,L_full,44,ഹള്ളിഡ് യേരാ എന്ന ബാഗ്ഗെ സുള്ളു പണ്ഡ്ഡ് എന്ന പുദർന് ഹാൾ മൽതെർ.,Someone spread lies about me that damaged my reputation in the village,Torts/Individuals,,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,True,True,False,Unauthorized taking of personal belongings without permission
llama3,L_full,45,എന്ന നെരെകരെദ അക്ലെന പെത്തലു എന്ന പൂരാ ബുളെൻ തിന്ദ്ഡ് ഹാൾ മൽത്ണ്ഡ്.,My neighbor's cattle keep destroying my crops,Torts/Individuals,Land/Property,Torts/Individuals,Land/Property,Housing,0.95,True,True,False,Physical harm/damage caused by another person's action
llama3,L_full,46,"എങ്ക് ന്യായാലയദ ഒഞ്ജി കാകജി ബൈദ്ണ്ഡ്, മാത്ര ഐട് ദാദ പണൊന്ദുല്ലെർ പണ്ഡ്ഡ് ഗൊത്തിജി.",I received a court notice but I don't understand what it is asking me to do,Courts/Legal-System,,Courts/Legal-System,Torts/Individuals,IP/Identity,0.85,True,True,False,Dispute over a document and permission suggests legal or official issue
llama3,L_full,47,"എങ്ക് ന്യായാലയഗ് പോപിന താരീഖ് തത്ണ്ഡ്, ദായെഗ് പണ്ഡ എങ്ക് ഏരേലാ ഏപ ഏ പോഡു പണ്ഡ്ഡ് പണ്ഡിജെർ.",I missed a court date because no one explained when I needed to appear,Courts/Legal-System,,Land/Property,Torts/Individuals,Courts/Legal-System,0.85,False,True,True,Dispute related to land or property
llama3,L_full,48,എങ്ക് എന്ന കെൽസദ ധനിന മിത്ത് എഞ്ച ദൂരു കൊരോഡു പണ്ഡ്ഡ് ഗൊത്തിജി.,I don't know how to file a complaint against my employer,Courts/Legal-System,Work/Employment,Housing,Torts/Individuals,Consumer/Money/Debt,0.85,False,False,False,Landlord-tenant dispute over something belonging to the person
llama3,L_full,49,പൊലീസ്-ദ അകുലു എന്ന ദൂരുൻ ദെത്തൊനെരെ തയാർ ഇജ്ജെർ.,The police would not register my complaint,Courts/Legal-System,,Torts/Individuals,Housing,Consumer/Money/Debt,0.85,False,False,False,Someone took something from the person without their permission
llama3,L_full,50,"എങ്ക് ഒഞ്ജി വകീൽ ബോഡു പണ്ഡ്ഡ് പണ്ഡെർ, മാത്ര എങ്ക് വകീൽന് എഞ്ച നാഡോഡു പണ്ഡ്ഡ് ഗൊത്തിജി.",I was told I need a lawyer but I don't know how to find one,Courts/Legal-System,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,Property taken without permission
llama3,L_full,51,എങ്ക് ഗൊത്തിജന്ദേ യേരാ എന്ന പുദർഡ് സാല ദെത്തൊന്യെർ.,Someone opened a loan in my name without my knowledge,IP/Identity,Consumer/Money/Debt,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,False,True,True,The situation involves a debt-related issue where someone owes the person money that was borrowed.
llama3,L_full,52,എനഡ കേനന്ദേ യേരാ എന്ന ഫോടോൻ ജാഹീരാതുഡ് ഉപയോഗ മൽതൊന്ദുല്ലെർ.,My photo is being used in an advertisement without my permission,IP/Identity,,IP/Identity,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,Photo taken without permission
llama3,L_full,53,യേരാ എന്നലെക ആൻലൈൻ-ഡ് നടനെ മൽത്ഡ് എന്ന കുടുംബദക്ലെൻ ഡോംഗി മൽതൊന്ദുല്ലെർ.,Someone is pretending to be me online to trick my relatives,IP/Identity,,Housing,Torts/Individuals,Land/Property,0.85,False,False,False,Family member's action affecting their house
llama3,L_full,54,വൊവാ ഒഞ്ജി അംഗഡി എന്ന കുടുംബദ അംഗഡിദ പുദരൻ ഉപയോഗ മൽതൊന്ദുണ്ഡു,A shop is using my family's business name without asking,IP/Identity,,IP/Identity,Torts/Individuals,Estates/Wills,0.90,True,True,False,Misuse of personal identity
llama3,L_full,55,എങ്ക്ലെന കുടുംബ മൽത്ഡ് മാരുന സാമാന്ദ ഡിസൈൻ-ന് യേരാ കണ്ഡ്ദെർ.,Someone stole the design of the products my family makes and sells,IP/Identity,,Estates/Wills,Land/Property,Torts/Individuals,0.85,False,False,False,Family-related issue with design/plans
llama3,L_full,56,എന്ന പോപ ഒഞ്ജി വിൽ ബുഡന്ദേ തീർ പോയി ബൊക്ക എന്ന മെഗ്ഗെ-പലയെനകുലു എനൻ ബുഡ്ഡു ആസ്തിൻ പൂരാ പട്ടോന്ദുല്ലെർ.,My father died without a will and my siblings are dividing everything without me,Estates/Wills,,Housing,Torts/Individuals,Land/Property,0.85,False,False,False,"Someone took something that belongs to the person, likely their property"
llama3,L_full,57,എന്ന അമ്മന ബംഗാർ എങ്ക് കൊർപെർ പണ്ഡ് പണ്ഡി ബൊക്ക അമ്മ തീർ പോയി ബൊക്ക എന്ന പലയെ അവെൻ പൂരാ ദെത്തൊന്യെ.,My mother's jewelry was promised to me but my brother took it after she died,Estates/Wills,,Housing,Consumer/Money/Debt,Torts/Individuals,0.85,False,False,False,Mother leaving a place behind
llama3,L_full,58,എന്ന പോപ തീർ പോയി ബൊക്ക എന്ന ഒപ്പിഗെ ഇജ്ജന്ദെ എന്ന പോപ-അമ്മന ഇല്ലൻ മാര്യെർ പണ്ഡ്ഡ് ഗൊത്താണ്ഡ്.,I found out my parents' house was sold after my father's death without our agreement,Estates/Wills,Land/Property,IP/Identity,Estates/Wills,Torts/Individuals,0.60,False,True,True,The situation involves a family member's departure without permission.
llama3,L_full,59,"എന്ന മാമു, അജ്ജെർ-ന ജാഗൻ പട്ടെരെ കേനോന്ദിജ്ജെർ.",My uncle is refusing to share the property left by my grandfather,Estates/Wills,Land/Property,Land/Property,Torts/Individuals,Housing,0.85,False,True,True,Neighbor entering person's land without permission
llama3,L_full,60,എന്ന കണ്ഡനി തീർ പോയി ബൊക്ക എന്ന കണ്ഡനിന കുടുംബദകുലു എനൻ എങ്ക്ലെന ഇല്ലഡ് കുല്യെരെ ബുഡോന്ദിജ്ജെർ.,After my husband passed away his family is not letting me stay in our house,Estates/Wills,Housing,Land/Property,Torts/Individuals,Housing,0.90,False,True,True,Family property taken without permission
llama3,L_sparse,41,എങ്കുലു നഡെതൊന്ദുിത്തിനപഗ എന്ന ബരിത്അക്ലെന നായി എന്ന ബാലെൻ ചൂച്ചിണ്ഡ്.,My neighbor's dog bit my child while we were walking,Torts/Individuals,,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,True,True,False,Property damage caused by another individual's action
llama3,L_sparse,42,ഏരൊ എങ്ക്ലെന ഉന്തോന്ദു ഇത്തിന കാർഗ് ആക്ദ് പോയെർ.,Someone crashed into my parked vehicle and drove away,Torts/Individuals,,Land/Property,Torts/Individuals,Housing,0.90,False,True,True,Neighbor taking property without permission
llama3,L_sparse,43,ഒഞ്ജി ബേലെദായെ എന്ന മിത്ത് സാമാൻ ബൂഡ്പാദ് എങ്ക് താഗ്ണ്ഡ്.,A worker dropped something that injured me,Torts/Individuals,,Estates/Wills,Land/Property,Housing,0.90,False,False,False,Inheritance and family property disputes
llama3,L_sparse,44,ഹള്ളിഡ് യേരാ എന്ന ബാഗ്ഗെ സുള്ളു പണ്ഡ്ഡ് എന്ന പുദർന് ഹാൾ മൽതെർ.,Someone spread lies about me that damaged my reputation in the village,Torts/Individuals,,Torts/Individuals,Housing,Land/Property,0.90,True,True,False,Someone entered the individual's home without permission and caused damage.
llama3,L_sparse,45,എന്ന നെരെകരെദ അക്ലെന പെത്തലു എന്ന പൂരാ ബുളെൻ തിന്ദ്ഡ് ഹാൾ മൽത്ണ്ഡ്.,My neighbor's cattle keep destroying my crops,Torts/Individuals,Land/Property,Housing,Torts/Individuals,Courts/Legal-System,0.95,False,True,True,Unauthorized entry into a person's dwelling
llama3,L_sparse,46,"എങ്ക് ന്യായാലയദ ഒഞ്ജി കാകജി ബൈദ്ണ്ഡ്, മാത്ര ഐട് ദാദ പണൊന്ദുല്ലെർ പണ്ഡ്ഡ് ഗൊത്തിജി.",I received a court notice but I don't understand what it is asking me to do,Courts/Legal-System,,Torts/Individuals,Land/Property,Housing,0.85,False,False,False,Property damage caused by another person's action
llama3,L_sparse,47,"എങ്ക് ന്യായാലയഗ് പോപിന താരീഖ് തത്ണ്ഡ്, ദായെഗ് പണ്ഡ എങ്ക് ഏരേലാ ഏപ ഏ പോഡു പണ്ഡ്ഡ് പണ്ഡിജെർ.",I missed a court date because no one explained when I needed to appear,Courts/Legal-System,,Torts/Individuals,Housing,Land/Property,0.90,False,False,False,Unwanted visit or trespassing at the person's location
llama3,L_sparse,48,എങ്ക് എന്ന കെൽസദ ധനിന മിത്ത് എഞ്ച ദൂരു കൊരോഡു പണ്ഡ്ഡ് ഗൊത്തിജി.,I don't know how to file a complaint against my employer,Courts/Legal-System,Work/Employment,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,False,False,False,Unauthorized use of money
llama3,L_sparse,49,പൊലീസ്-ദ അകുലു എന്ന ദൂരുൻ ദെത്തൊനെരെ തയാർ ഇജ്ജെർ.,The police would not register my complaint,Courts/Legal-System,,Courts/Legal-System,Land/Property,Torts/Individuals,0.90,True,True,False,Police involvement and distant relative suggest a legal or judicial issue
llama3,L_sparse,50,"എങ്ക് ഒഞ്ജി വകീൽ ബോഡു പണ്ഡ്ഡ് പണ്ഡെർ, മാത്ര എങ്ക് വകീൽന് എഞ്ച നാഡോഡു പണ്ഡ്ഡ് ഗൊത്തിജി.",I was told I need a lawyer but I don't know how to find one,Courts/Legal-System,,Estates/Wills,Land/Property,Torts/Individuals,0.85,False,False,False,Inheritance dispute or family property conflict
llama3,L_sparse,51,എങ്ക് ഗൊത്തിജന്ദേ യേരാ എന്ന പുദർഡ് സാല ദെത്തൊന്യെർ.,Someone opened a loan in my name without my knowledge,IP/Identity,Consumer/Money/Debt,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,Property damage or personal injury caused by another individual's action
llama3,L_sparse,52,എനഡ കേനന്ദേ യേരാ എന്ന ഫോടോൻ ജാഹീരാതുഡ് ഉപയോഗ മൽതൊന്ദുല്ലെർ.,My photo is being used in an advertisement without my permission,IP/Identity,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,Property taken without permission
llama3,L_sparse,53,യേരാ എന്നലെക ആൻലൈൻ-ഡ് നടനെ മൽത്ഡ് എന്ന കുടുംബദക്ലെൻ ഡോംഗി മൽതൊന്ദുല്ലെർ.,Someone is pretending to be me online to trick my relatives,IP/Identity,,Land/Property,Torts/Individuals,Housing,0.90,False,False,False,Family property dispute
llama3,L_sparse,54,വൊവാ ഒഞ്ജി അംഗഡി എന്ന കുടുംബദ അംഗഡിദ പുദരൻ ഉപയോഗ മൽതൊന്ദുണ്ഡു,A shop is using my family's business name without asking,IP/Identity,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,Family member using personal property without permission
llama3,L_sparse,55,എങ്ക്ലെന കുടുംബ മൽത്ഡ് മാരുന സാമാന്ദ ഡിസൈൻ-ന് യേരാ കണ്ഡ്ദെർ.,Someone stole the design of the products my family makes and sells,IP/Identity,,IP/Identity,Land/Property,Torts/Individuals,0.90,True,True,False,Misuse of personal or business identity
llama3,L_sparse,56,എന്ന പോപ ഒഞ്ജി വിൽ ബുഡന്ദേ തീർ പോയി ബൊക്ക എന്ന മെഗ്ഗെ-പലയെനകുലു എനൻ ബുഡ്ഡു ആസ്തിൻ പൂരാ പട്ടോന്ദുല്ലെർ.,My father died without a will and my siblings are dividing everything without me,Estates/Wills,,Housing,Torts/Individuals,Consumer/Money/Debt,0.85,False,False,False,Landlord-tenant relationship or neighborly dispute
llama3,L_sparse,57,എന്ന അമ്മന ബംഗാർ എങ്ക് കൊർപെർ പണ്ഡ് പണ്ഡി ബൊക്ക അമ്മ തീർ പോയി ബൊക്ക എന്ന പലയെ അവെൻ പൂരാ ദെത്തൊന്യെ.,My mother's jewelry was promised to me but my brother took it after she died,Estates/Wills,,Estates/Wills,Torts/Individuals,Housing,0.90,True,True,False,"The situation involves a mother leaving her child, which is typical of estate or inheritance-related issues."
llama3,L_sparse,58,എന്ന പോപ തീർ പോയി ബൊക്ക എന്ന ഒപ്പിഗെ ഇജ്ജന്ദെ എന്ന പോപ-അമ്മന ഇല്ലൻ മാര്യെർ പണ്ഡ്ഡ് ഗൊത്താണ്ഡ്.,I found out my parents' house was sold after my father's death without our agreement,Estates/Wills,Land/Property,Housing,Land/Property,Torts/Individuals,0.85,False,True,True,Family home or property issue
llama3,L_sparse,59,"എന്ന മാമു, അജ്ജെർ-ന ജാഗൻ പട്ടെരെ കേനോന്ദിജ്ജെർ.",My uncle is refusing to share the property left by my grandfather,Estates/Wills,Land/Property,Land/Property,Housing,Torts/Individuals,0.85,False,True,True,Dispute over mother's property
llama3,L_sparse,60,എന്ന കണ്ഡനി തീർ പോയി ബൊക്ക എന്ന കണ്ഡനിന കുടുംബദകുലു എനൻ എങ്ക്ലെന ഇല്ലഡ് കുല്യെരെ ബുഡോന്ദിജ്ജെർ.,After my husband passed away his family is not letting me stay in our house,Estates/Wills,Housing,Housing,Land/Property,Estates/Wills,0.70,False,True,True,"The situation involves a family member leaving their home, which is related to housing."
llama3,K_full,41,எங்குலு நடெ³தொந்து³ித்தினபக³ என்ன ப³ரித்அக்லென நாயி என்ன பா³லென் சூச்சிண்ட்³.,My neighbor's dog bit my child while we were walking,Torts/Individuals,,Torts/Individuals,Land/Property,Housing,0.90,True,True,False,Property damage or personal injury caused by another individual
llama3,K_full,42,ஏரொ எங்க்லென உந்தோந்து³ இத்தின கார்க்³ ஆக்த்³ போயெர்.,Someone crashed into my parked vehicle and drove away,Torts/Individuals,,Land/Property,Torts/Individuals,Housing,0.85,False,True,True,Dispute over ownership or possession of land or property
llama3,K_full,43,ஒஞ்ஜி பே³லெதா³யெ என்ன மித்த் ஸாமான் பூ³ட்³பாத்³ எங்க் தாக்³ண்ட்³.,A worker dropped something that injured me,Torts/Individuals,,Land/Property,Torts/Individuals,Housing,0.85,False,True,True,"Someone took something belonging to the person, possibly without permission."
llama3,K_full,44,ஹள்ளிட்³ யேரா என்ன பா³க்³கெ³ ஸுள்ளு பண்ட்³ட்³ என்ன புத³ர்ன் ஹாள் மல்தெர்.,Someone spread lies about me that damaged my reputation in the village,Torts/Individuals,,IP/Identity,Torts/Individuals,Housing,0.90,False,True,True,The situation involves someone taking the person's name without permission.
llama3,K_full,45,என்ன நெரெகரெத³ அக்லென பெத்தலு என்ன பூரா பு³ளென் திந்த்³ட்³ ஹாள் மல்த்ண்ட்³.,My neighbor's cattle keep destroying my crops,Torts/Individuals,Land/Property,Torts/Individuals,Land/Property,Housing,0.90,True,True,False,Property damage caused by another person's negligence
llama3,K_full,46,"எங்க் ந்யாயாலயத³ ஒஞ்ஜி காகஜி பை³த்³ண்ட்³, மாத்ர ஐட் தா³த³ பணொந்து³ல்லெர் பண்ட்³ட்³ கொ³த்திஜி.",I received a court notice but I don't understand what it is asking me to do,Courts/Legal-System,,IP/Identity,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,Unauthorized use of personal information
llama3,K_full,47,"எங்க் ந்யாயாலயக்³ போபின தாரீக்² தத்ண்ட்³, தா³யெக்³ பண்ட³ எங்க் ஏரேலா ஏப ஏ போடு³ பண்ட்³ட்³ பண்டி³ஜெர்.",I missed a court date because no one explained when I needed to appear,Courts/Legal-System,,Housing,Torts/Individuals,Courts/Legal-System,0.95,False,True,True,Someone entered their house without permission
llama3,K_full,48,எங்க் என்ன கெல்ஸத³ த⁴னின மித்த் எஞ்ச தூ³ரு கொரோடு³ பண்ட்³ட்³ கொ³த்திஜி.,I don't know how to file a complaint against my employer,Courts/Legal-System,Work/Employment,Land/Property,Torts/Individuals,Housing,0.90,False,False,False,Property taken without permission
llama3,K_full,49,பொலீஸ்-த³ அகுலு என்ன தூ³ருன் தெ³த்தொனெரெ தயார் இஜ்ஜெர்.,The police would not register my complaint,Courts/Legal-System,,Torts/Individuals,Housing,Consumer/Money/Debt,0.90,False,False,False,Police involvement and possible personal injury or property damage
llama3,K_full,50,"எங்க் ஒஞ்ஜி வகீல் போ³டு³ பண்ட்³ட்³ பண்டெ³ர், மாத்ர எங்க் வகீல்ன் எஞ்ச நாடோ³டு³ பண்ட்³ட்³ கொ³த்திஜி.",I was told I need a lawyer but I don't know how to find one,Courts/Legal-System,,Housing,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,Landlord-tenant relationship and issue with landlord's behavior
llama3,K_full,51,எங்க் கொ³த்திஜந்தே³ யேரா என்ன புத³ர்ட்³ ஸால தெ³த்தொன்யெர்.,Someone opened a loan in my name without my knowledge,IP/Identity,Consumer/Money/Debt,IP/Identity,Torts/Individuals,Housing,0.90,True,True,False,Misuse of personal or business identity
llama3,K_full,52,எனட³ கேனந்தே³ யேரா என்ன போ²டோன் ஜாஹீராதுட்³ உபயோக³ மல்தொந்து³ல்லெர்.,My photo is being used in an advertisement without my permission,IP/Identity,,Torts/Individuals,Land/Property,IP/Identity,0.85,False,True,True,Property damage or personal injury caused by another individual
