model,condition,id,display_text,english_gloss,list_primary,list_secondary,pred_top1,pred_top2,pred_top3,top1_confidence,hits1,hits3,partial_credit,top1_reasoning
sarvam,A,55,Someone stole the design of the products my family makes and sells,Someone stole the design of the products my family makes and sells,IP/Identity,,IP/Identity,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,"The situation involves the theft of product designs, which is a clear case of intellectual property theft and the misuse of a business's creative identity."
sarvam,A,56,My father died without a will and my siblings are dividing everything without me,My father died without a will and my siblings are dividing everything without me,Estates/Wills,,Estates/Wills,Land/Property,Courts/Legal-System,0.95,True,True,False,"The situation is about the inheritance and division of a deceased person's assets, which is the central issue in estate and will law."
sarvam,A,57,My mother's jewelry was promised to me but my brother took it after she died,My mother's jewelry was promised to me but my brother took it after she died,Estates/Wills,,Estates/Wills,Land/Property,Torts/Individuals,0.90,True,True,False,Inheritance dispute over promised jewelry after mother's death - directly involves estate/will matters
sarvam,A,58,I found out my parents' house was sold after my father's death without our agreement,I found out my parents' house was sold after my father's death without our agreement,Estates/Wills,Land/Property,Estates/Wills,Land/Property,Courts/Legal-System,0.90,True,True,False,"The situation involves the sale of a family home after the father's death without the person's agreement, which directly relates to inheritance and estate distribution. This is a classic estate dispute where assets are handled without the consent of all heirs."
sarvam,A,59,My uncle is refusing to share the property left by my grandfather,My uncle is refusing to share the property left by my grandfather,Estates/Wills,Land/Property,Estates/Wills,Land/Property,Housing,0.95,True,True,False,"The situation involves inheritance of property left by a grandfather and a dispute over its distribution, which directly falls under estate and will-related matters."
sarvam,A,60,After my husband passed away his family is not letting me stay in our house,After my husband passed away his family is not letting me stay in our house,Estates/Wills,Housing,Housing,Estates/Wills,Land/Property,0.85,False,True,True,"ವಿಧವೆಯು ತನ್ನ ಪತಿಯ ಮರಣದ ನಂತರವೂ ತನ್ನ ಪತಿಯ ಮನೆಯಲ್ಲಿ ವಾಸಿಸುವ ಹಕ್ಕಿನ ಬಗ್ಗೆ ಎದುರಿಸುತ್ತಿರುವ ಸಮಸ್ಯೆಯನ್ನು ಇದು ವಿವರಿಸುತ್ತದೆ. ಇದು ಮೂಲಭೂತವಾಗಿ ವಾಸಸ್ಥಳಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ವಿವಾದವಾಗಿದ್ದು, ಕುಟುಂಬದ ಸದಸ್ಯರೊಂದಿಗಿನ ಸಂಬಂಧ ಮತ್ತು ಆಸ್ತಿಯ ಮೇಲಿನ ಹಕ್ಕುಗಳಿಗೆ ಸಂಬಂಧಿಸಿದೆ."
sarvam,B,41,enkulu nadetonduittinapaga enna baritaklena nayi enna balen cuccind.,My neighbor's dog bit my child while we were walking,Torts/Individuals,,Courts/Legal-System,Torts/Individuals,Consumer/Money/Debt,0.85,False,True,True,"The situation involves being accused or questioned in a formal manner, which suggests a legal or court-related context. The language used is formal and indicative of a legal dispute or complaint."
sarvam,B,42,ero enklena untondu ittina karg akd poyer.,Someone crashed into my parked vehicle and drove away,Torts/Individuals,,Housing,Land/Property,Courts/Legal-System,0.75,False,False,False,"The situation involves being forced to leave one's home or land, which is a housing-related issue. It could also be Land/Property, but Housing is more specific to the living situation."
sarvam,B,43,onji beledaye enna mitt saman budpad enk tagnd.,A worker dropped something that injured me,Torts/Individuals,,Land/Property,Torts/Individuals,Courts/Legal-System,0.85,False,True,True,"The situation describes someone taking or using property without permission, which is a classic land/property dispute. The person is seeking a remedy for the unauthorized use of their property."
sarvam,B,44,hallid yera enna bagge sullu pandd enna pudarn hal malter.,Someone spread lies about me that damaged my reputation in the village,Torts/Individuals,,Torts/Individuals,Courts/Legal-System,Consumer/Money/Debt,0.75,True,True,False,"The situation describes harm caused by another person's false statement (sullu pandd), which is a classic tort. The person is suffering negative consequences (hal malter) from this action."
sarvam,B,45,enna nerekareda aklena pettalu enna pura bulen tindd hal maltnd.,My neighbor's cattle keep destroying my crops,Torts/Individuals,Land/Property,Land/Property,Housing,Torts/Individuals,0.90,False,True,True,"The situation describes someone occupying the person's land without permission and refusing to leave, which is a classic example of a Land/Property dispute."
sarvam,B,46,"enk nyayalayada onji kakaji baidnd, matra ait dada panonduller pandd gottiji.",I received a court notice but I don't understand what it is asking me to do,Courts/Legal-System,,Courts/Legal-System,Land/Property,Torts/Individuals,0.85,True,True,False,"The person is confused about which court to go to and the jurisdiction of the other party, which directly aligns with the Courts/Legal-System category."
sarvam,B,47,"enk nyayalayag popina tarikh tatnd, dayeg panda enk erela epa e podu pandd pandijer.",I missed a court date because no one explained when I needed to appear,Courts/Legal-System,,Work/Employment,Courts/Legal-System,Housing,0.85,False,True,True,"The person is facing a court date related to their employment, with concerns about their job and salary. The situation involves their right to work and the potential financial impact of their employment status, which is a core issue in the Work/Employment category."
sarvam,B,48,enk enna kelsada dhanina mitt enca duru korodu pandd gottiji.,I don't know how to file a complaint against my employer,Courts/Legal-System,Work/Employment,Torts/Individuals,Courts/Legal-System,IP/Identity,0.95,False,True,True,"The situation involves a direct threat of physical harm from another person, which is a clear case of personal injury or threat. This falls under Torts/Individuals. It is not a housing issue, as there is no landlord-tenant relationship. It is not a consumer/money/debt issue, as no money or contract is involved. It is not work/employment, as it is not related to a job. It is not land/property, as the issue is not about land or property ownership. It is not courts/legal-system, as the person is not asking about which court to go to, but rather how to handle a direct threat. It is not IP/identity, as there is no misuse of identity. It is not estates/wills, as there is no inheritance or will involved."
sarvam,B,49,polis-da akulu enna durun dettonere tayar ijjer.,The police would not register my complaint,Courts/Legal-System,,Courts/Legal-System,Torts/Individuals,Housing,0.85,True,True,False,"The situation describes a person's complaint to the police (polis) and their feeling that no action is being taken. This directly relates to the legal system's process and the functioning of law enforcement, which is a core aspect of the Courts/Legal-System category. The person is expressing frustration with the legal process itself."
sarvam,B,50,"enk onji vakil bodu pandd pander, matra enk vakiln enca nadodu pandd gottiji.",I was told I need a lawyer but I don't know how to find one,Courts/Legal-System,,Courts/Legal-System,Housing,Land/Property,0.75,True,True,False,"The person is facing confusion about a legal process or system, which aligns with the Courts/Legal-System category. The language barrier prevents a clear understanding, but the core issue is about navigating legal procedures."
sarvam,B,51,enk gottijande yera enna pudard sala dettonyer.,Someone opened a loan in my name without my knowledge,IP/Identity,Consumer/Money/Debt,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,"The situation describes someone occupying the person's land without permission and refusing to leave, which is a classic boundary or property occupation dispute."
sarvam,B,52,enada kenande yera enna photon jahiratud upayoga maltonduller.,My photo is being used in an advertisement without my permission,IP/Identity,,IP/Identity,Courts/Legal-System,Torts/Individuals,0.90,True,True,False,"The situation describes the unauthorized use of a photograph, which is a personal identifier. This directly aligns with the IP/Identity category of 'someone using your name without permission' or 'misuse of personal or business identity'."
sarvam,B,53,yera ennaleka anlain-d natane maltd enna kutunbadaklen dongi maltonduller.,Someone is pretending to be me online to trick my relatives,IP/Identity,,Housing,Torts/Individuals,Courts/Legal-System,0.85,False,False,False,"The situation describes someone entering a home without permission, which is a classic housing/trespass issue. The focus is on the violation of the home's security and the person's right to their dwelling."
sarvam,B,54,vova onji angadi enna kutunbada angadida pudaran upayoga maltondundu,A shop is using my family's business name without asking,IP/Identity,,Land/Property,Courts/Legal-System,Torts/Individuals,0.90,False,False,False,"Someone is occupying land without permission and not leaving, which is a clear property dispute."
sarvam,B,55,enklena kutunba maltd maruna samanda disain-n yera kandder.,Someone stole the design of the products my family makes and sells,IP/Identity,,Courts/Legal-System,Torts/Individuals,IP/Identity,0.85,False,True,True,"The situation describes confusion about which court to go to and not understanding a signed document, which are direct issues with the legal system and legal procedures."
sarvam,B,56,enna popa onji vil budande tir poyi bokka enna megge-palayenakulu enan buddu astin pura pattonduller.,My father died without a will and my siblings are dividing everything without me,Estates/Wills,,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,"The situation describes someone occupying the person's land without permission and refusing to leave, which is a classic example of a land/property dispute involving boundary issues or trespass."
sarvam,B,57,enna ammana bangar enk korper pand pandi bokka amma tir poyi bokka enna palaye aven pura dettonye.,My mother's jewelry was promised to me but my brother took it after she died,Estates/Wills,,Land/Property,Torts/Individuals,Housing,0.90,False,False,False,"The situation describes someone occupying the person's land without permission and refusing to leave, which is a direct property dispute. This aligns with the Land/Property category, which covers boundary disputes and unauthorized occupation of land."
sarvam,B,58,enna popa tir poyi bokka enna oppige ijjande enna popa-ammana illan maryer pandd gottand.,I found out my parents' house was sold after my father's death without our agreement,Estates/Wills,Land/Property,Land/Property,Housing,Torts/Individuals,0.90,False,True,True,"Someone is occupying the person's land without permission and refusing to leave, which is a classic boundary/occupancy dispute."
sarvam,B,59,"enna mamu, ajjer-na jagan pattere kenondijjer.",My uncle is refusing to share the property left by my grandfather,Estates/Wills,Land/Property,Estates/Wills,Land/Property,Housing,0.85,True,True,False,Family inheritance dispute where uncle is taking land that was meant for the person's father after his death
sarvam,B,60,enna kandani tir poyi bokka enna kandanina kutunbadakulu enan enklena illad kulyere budondijjer.,After my husband passed away his family is not letting me stay in our house,Estates/Wills,Housing,Land/Property,Housing,Torts/Individuals,0.95,False,True,True,"The situation describes someone occupying land without permission and refusing to leave, which is a classic example of a land/property dispute. The person's problem is about possession of their land, not a rental agreement, debt, or personal injury."
sarvam,C_sparse,41,enkulu nadetonduittinapaga enna baritaklena nayi enna balen cuccind.,My neighbor's dog bit my child while we were walking,Torts/Individuals,,Courts/Legal-System,Torts/Individuals,Housing,0.75,False,True,True,"The situation involves confusion about what to do or being misled, which aligns with uncertainty in legal procedures or rights."
sarvam,C_sparse,42,ero enklena untondu ittina karg akd poyer.,Someone crashed into my parked vehicle and drove away,Torts/Individuals,,Consumer/Money/Debt,Housing,Torts/Individuals,0.75,False,True,True,"The situation appears to involve someone not returning something that was given to them, which aligns with a consumer/money/debt issue where money or property is not returned. The vocabulary suggests a transaction or exchange that wasn't properly completed."
sarvam,C_sparse,43,onji beledaye enna mitt saman budpad enk tagnd.,A worker dropped something that injured me,Torts/Individuals,,Courts/Legal-System,Torts/Individuals,IP/Identity,0.75,False,True,True,"The situation involves confusion about what was said or understood, which relates to legal system comprehension issues like not understanding documents or statements."
sarvam,C_sparse,44,hallid yera enna bagge sullu pandd enna pudarn hal malter.,Someone spread lies about me that damaged my reputation in the village,Torts/Individuals,,Torts/Individuals,Courts/Legal-System,Consumer/Money/Debt,0.85,True,True,False,"The situation describes someone lying and making false accusations, which is a personal wrong or harm caused by another person's actions (defamation/slander). This falls under Torts/Individuals as it involves personal injury or harm from another individual's behavior."
sarvam,C_sparse,45,enna nerekareda aklena pettalu enna pura bulen tindd hal maltnd.,My neighbor's cattle keep destroying my crops,Torts/Individuals,Land/Property,Work/Employment,Courts/Legal-System,Consumer/Money/Debt,0.40,False,False,False,"The phrase 'tindd hal maltnd' could imply being given a task or instruction, which might be related to work. However, the context is unclear."
sarvam,C_sparse,46,"enk nyayalayada onji kakaji baidnd, matra ait dada panonduller pandd gottiji.",I received a court notice but I don't understand what it is asking me to do,Courts/Legal-System,,Courts/Legal-System,Torts/Individuals,Housing,0.85,True,True,False,"The situation explicitly mentions a court ('nyayalayada') and a lawyer ('kakaji'). The problem is that the lawyer is not helping the person get the necessary documents, which is a common issue in legal proceedings. This directly relates to the process of dealing with the legal system."
sarvam,C_sparse,47,"enk nyayalayag popina tarikh tatnd, dayeg panda enk erela epa e podu pandd pandijer.",I missed a court date because no one explained when I needed to appear,Courts/Legal-System,,Courts/Legal-System,Housing,Work/Employment,0.85,True,True,False,"The situation describes confusion about the legal process and potential jurisdictional issues, such as not knowing which court to go to or dealing with a person in a different location. This directly relates to navigating the legal system, which is the core of the Courts/Legal-System category."
sarvam,C_sparse,48,enk enna kelsada dhanina mitt enca duru korodu pandd gottiji.,I don't know how to file a complaint against my employer,Courts/Legal-System,Work/Employment,Courts/Legal-System,Torts/Individuals,Housing,0.85,True,True,False,"The person is expressing confusion about a legal or procedural matter, which aligns with the category's description of confusion about which court to go to or not knowing where to file a complaint. This is distinct from other categories: it's not a housing or work issue, nor is it about a debt or property."
sarvam,C_sparse,49,polis-da akulu enna durun dettonere tayar ijjer.,The police would not register my complaint,Courts/Legal-System,,Courts/Legal-System,Torts/Individuals,Housing,0.85,True,True,False,"The situation describes a person going to a police station to file a complaint and seeking legal action, which is a direct interaction with the legal system."
sarvam,C_sparse,50,"enk onji vakil bodu pandd pander, matra enk vakiln enca nadodu pandd gottiji.",I was told I need a lawyer but I don't know how to find one,Courts/Legal-System,,Courts/Legal-System,Consumer/Money/Debt,Torts/Individuals,0.85,True,True,False,"The situation describes a communication breakdown with a lawyer, where the person feels their case is not being handled properly. This directly relates to confusion about legal representation and the legal process, which is the core of the Courts/Legal-System category."
sarvam,C_sparse,51,enk gottijande yera enna pudard sala dettonyer.,Someone opened a loan in my name without my knowledge,IP/Identity,Consumer/Money/Debt,Courts/Legal-System,Torts/Individuals,Housing,0.85,False,False,False,"The situation describes a legal challenge or questioning, which is a common procedure in the courts. The person is responding to a challenge, indicating a legal context."
sarvam,C_sparse,52,enada kenande yera enna photon jahiratud upayoga maltonduller.,My photo is being used in an advertisement without my permission,IP/Identity,,IP/Identity,Torts/Individuals,Courts/Legal-System,0.85,True,True,False,"The situation involves a dispute over the use of a photograph, which relates to personal identity and the potential misuse of one's image, fitting the IP/Identity category."
sarvam,C_sparse,53,yera ennaleka anlain-d natane maltd enna kutunbadaklen dongi maltonduller.,Someone is pretending to be me online to trick my relatives,IP/Identity,,Consumer/Money/Debt,Courts/Legal-System,Torts/Individuals,0.85,False,False,False,"The situation describes a dispute over money that was given, with one party demanding its return and the other refusing. This is a classic example of a financial disagreement or debt collection issue, which falls under the Consumer/Money/Debt category."
sarvam,C_sparse,54,vova onji angadi enna kutunbada angadida pudaran upayoga maltondundu,A shop is using my family's business name without asking,IP/Identity,,IP/Identity,Estates/Wills,Land/Property,0.85,True,True,False,"The situation describes the misuse of a person's name or identity by others to take property, which is a core example of identity misuse under the IP/Identity category."
sarvam,C_sparse,55,enklena kutunba maltd maruna samanda disain-n yera kandder.,Someone stole the design of the products my family makes and sells,IP/Identity,,Courts/Legal-System,Consumer/Money/Debt,Torts/Individuals,0.85,False,False,False,"The situation describes a legal case summary with a charge under Section 506 of the Indian Penal Code, indicating a legal proceeding and accusation, which fits the Courts/Legal-System category."
sarvam,C_sparse,56,enna popa onji vil budande tir poyi bokka enna megge-palayenakulu enan buddu astin pura pattonduller.,My father died without a will and my siblings are dividing everything without me,Estates/Wills,,Courts/Legal-System,Torts/Individuals,Housing,0.85,False,False,False,"The person is expressing confusion about which court to go to and where to file a complaint, which is a classic issue within the Courts/Legal-System category."
sarvam,C_sparse,57,enna ammana bangar enk korper pand pandi bokka amma tir poyi bokka enna palaye aven pura dettonye.,My mother's jewelry was promised to me but my brother took it after she died,Estates/Wills,,Consumer/Money/Debt,Land/Property,Courts/Legal-System,0.75,False,False,False,"The situation involves a dispute over money or property, likely related to a bank account or financial transaction, which aligns with the Consumer/Money/Debt category."
sarvam,C_sparse,58,enna popa tir poyi bokka enna oppige ijjande enna popa-ammana illan maryer pandd gottand.,I found out my parents' house was sold after my father's death without our agreement,Estates/Wills,Land/Property,Courts/Legal-System,Torts/Individuals,Housing,0.85,False,False,False,"The person is confused about which court to go to and where to file a complaint, which directly relates to navigating the legal system and jurisdiction."
sarvam,C_sparse,59,"enna mamu, ajjer-na jagan pattere kenondijjer.",My uncle is refusing to share the property left by my grandfather,Estates/Wills,Land/Property,Land/Property,Housing,Courts/Legal-System,0.75,False,True,True,"The situation involves a dispute ('kenondijjer') over property or land ('pattere') between family members (uncle 'mamu' and someone named 'ajjer'), which aligns with the Land/Property category."
sarvam,C_sparse,60,enna kandani tir poyi bokka enna kandanina kutunbadakulu enan enklena illad kulyere budondijjer.,After my husband passed away his family is not letting me stay in our house,Estates/Wills,Housing,Land/Property,Torts/Individuals,Housing,0.90,False,True,True,"The situation describes someone occupying land without permission and refusing to leave, which is a classic land/property dispute involving boundaries and possession."
sarvam,C_full,41,enkulu nadetonduittinapaga enna baritaklena nayi enna balen cuccind.,My neighbor's dog bit my child while we were walking,Torts/Individuals,,Consumer/Money/Debt,Land/Property,Courts/Legal-System,0.75,False,False,False,The phrase 'naayi enna baritaklena' (they are not giving me what is mine) suggests a dispute over payment or entitlement to money or an asset. This aligns with a consumer/money/debt issue where something owed is being denied.
sarvam,C_full,42,ero enklena untondu ittina karg akd poyer.,Someone crashed into my parked vehicle and drove away,Torts/Individuals,,Courts/Legal-System,Land/Property,Housing,0.85,False,False,False,"The person is seeking a resolution to a dispute, which implies engagement with the legal system."
sarvam,C_full,43,onji beledaye enna mitt saman budpad enk tagnd.,A worker dropped something that injured me,Torts/Individuals,,Consumer/Money/Debt,Housing,PARSE_FAILURE_NO_ANSWER,0.40,False,False,False,"The phrase 'budpad enk tagnd' might relate to not returning money or not doing a financial obligation, which aligns with Consumer/Money/Debt. However, the lack of clear context makes this a weak fit."
sarvam,C_full,44,hallid yera enna bagge sullu pandd enna pudarn hal malter.,Someone spread lies about me that damaged my reputation in the village,Torts/Individuals,,Courts/Legal-System,Torts/Individuals,Housing,0.75,False,True,True,"The situation involves a false allegation and a dispute over property, which is a legal matter requiring resolution through the courts. It is a claim of wrongdoing that needs to be formally addressed."
sarvam,C_full,45,enna nerekareda aklena pettalu enna pura bulen tindd hal maltnd.,My neighbor's cattle keep destroying my crops,Torts/Individuals,Land/Property,Courts/Legal-System,Torts/Individuals,IP/Identity,0.85,False,True,True,"The person is refusing to provide a legal document (kakaji), which is a procedural issue in the legal system."
sarvam,C_full,46,"enk nyayalayada onji kakaji baidnd, matra ait dada panonduller pandd gottiji.",I received a court notice but I don't understand what it is asking me to do,Courts/Legal-System,,Courts/Legal-System,Housing,Consumer/Money/Debt,0.75,True,True,False,"The situation involves a legal document (kakaji) and a request for permission to return it (onji), which relates to legal procedures and documentation. The person is asking about how to handle a document, which is a legal-system issue."
sarvam,C_full,47,"enk nyayalayag popina tarikh tatnd, dayeg panda enk erela epa e podu pandd pandijer.",I missed a court date because no one explained when I needed to appear,Courts/Legal-System,,Courts/Legal-System,Housing,Consumer/Money/Debt,0.90,True,True,False,"The person is confused about which court to go to and where to file a complaint, which is a direct match for the Courts/Legal-System category."
sarvam,C_full,48,enk enna kelsada dhanina mitt enca duru korodu pandd gottiji.,I don't know how to file a complaint against my employer,Courts/Legal-System,Work/Employment,Courts/Legal-System,Land/Property,Housing,0.65,True,True,False,"The request to return a document ('doru korodu') often involves legal or administrative procedures, such as filing a claim or petition to get an item back, which falls under the legal-system category."
sarvam,C_full,49,polis-da akulu enna durun dettonere tayar ijjer.,The police would not register my complaint,Courts/Legal-System,,Courts/Legal-System,Torts/Individuals,Housing,0.85,True,True,False,"The situation describes a problem with a legal process (the police not acting on a complaint), which is a procedural issue within the legal system. It is not about housing, work, land, or a tort."
sarvam,C_full,50,"enk onji vakil bodu pandd pander, matra enk vakiln enca nadodu pandd gottiji.",I was told I need a lawyer but I don't know how to find one,Courts/Legal-System,,Courts/Legal-System,Housing,Consumer/Money/Debt,0.85,True,True,False,"The person is confused about legal procedures, documents, and jurisdiction, which directly relates to the Courts/Legal-System category."
sarvam,C_full,51,enk gottijande yera enna pudard sala dettonyer.,Someone opened a loan in my name without my knowledge,IP/Identity,Consumer/Money/Debt,IP/Identity,Torts/Individuals,Consumer/Money/Debt,0.95,True,True,False,"The situation describes someone using the person's name without permission, which is a direct misuse of personal identity. The vocabulary guide includes 'pudar' for name, and the example 'Someone is selling their things using my name' is a perfect match for this category."
sarvam,C_full,52,enada kenande yera enna photon jahiratud upayoga maltonduller.,My photo is being used in an advertisement without my permission,IP/Identity,,Torts/Individuals,Consumer/Money/Debt,IP/Identity,0.75,False,True,True,"The person is describing a situation where someone else is using their phone without permission, which could be considered property damage or interference with their personal property."
sarvam,C_full,53,yera ennaleka anlain-d natane maltd enna kutunbadaklen dongi maltonduller.,Someone is pretending to be me online to trick my relatives,IP/Identity,,Torts/Individuals,Land/Property,Courts/Legal-System,0.85,False,False,False,"The situation describes harm or damage caused by another person, which aligns with the definition of Torts/Individuals as personal injury or property damage caused by another person's negligence or actions."
sarvam,C_full,54,vova onji angadi enna kutunbada angadida pudaran upayoga maltondundu,A shop is using my family's business name without asking,IP/Identity,,IP/Identity,Torts/Individuals,Consumer/Money/Debt,0.85,True,True,False,"The situation involves someone using the person's name without permission, which directly relates to the misuse of personal identity."
sarvam,C_full,55,enklena kutunba maltd maruna samanda disain-n yera kandder.,Someone stole the design of the products my family makes and sells,IP/Identity,,Land/Property,Consumer/Money/Debt,Courts/Legal-System,0.60,False,False,False,"The situation involves words like 'samanda' (land) and 'maltd' (money), suggesting a dispute or issue related to land or property. However, the exact nature of the problem is unclear, so this is the best fit."
sarvam,C_full,56,enna popa onji vil budande tir poyi bokka enna megge-palayenakulu enan buddu astin pura pattonduller.,My father died without a will and my siblings are dividing everything without me,Estates/Wills,,Courts/Legal-System,Land/Property,Consumer/Money/Debt,0.85,False,False,False,"The situation explicitly mentions confusion about which court to go to and the other party being in a different location, which are core issues of legal procedure and jurisdiction."
sarvam,C_full,57,enna ammana bangar enk korper pand pandi bokka amma tir poyi bokka enna palaye aven pura dettonye.,My mother's jewelry was promised to me but my brother took it after she died,Estates/Wills,,Estates/Wills,Land/Property,Courts/Legal-System,0.85,True,True,False,"Inheritance dispute over land ownership, where family members are taking property that was meant for the person."
