model,condition,id,display_text,english_gloss,list_primary,list_secondary,pred_top1,pred_top2,pred_top3,top1_confidence,hits1,hits3,partial_credit,top1_reasoning
hex1,B,50,"enk onji vakil bodu pandd pander, matra enk vakiln enca nadodu pandd gottiji.",I was told I need a lawyer but I don't know how to find one,Courts/Legal-System,,Consumer/Money/Debt,Courts/Legal-System,Estates/Wills,0.90,False,True,True,The person is being charged more than what was agreed upon in a transaction or purchase.
hex1,B,51,enk gottijande yera enna pudard sala dettonyer.,Someone opened a loan in my name without my knowledge,IP/Identity,Consumer/Money/Debt,Consumer/Money/Debt,Courts/Legal-System,Estates/Wills,0.90,False,True,True,"The person is facing a problem where they are being charged more than what was agreed upon, likely in a consumer transaction."
hex1,B,52,enada kenande yera enna photon jahiratud upayoga maltonduller.,My photo is being used in an advertisement without my permission,IP/Identity,,Consumer/Money/Debt,Courts/Legal-System,Estates/Wills,0.90,False,False,False,The situation involves an overcharge beyond what was agreed upon and likely includes issues related to payment or contract breaches involving money.
hex1,B,53,yera ennaleka anlain-d natane maltd enna kutunbadaklen dongi maltonduller.,Someone is pretending to be me online to trick my relatives,IP/Identity,,Consumer/Money/Debt,Land/Property,Work/Employment,0.90,False,False,False,The situation involves a contract breach involving payment and overcharging beyond what was agreed.
hex1,B,54,vova onji angadi enna kutunbada angadida pudaran upayoga maltondundu,A shop is using my family's business name without asking,IP/Identity,,Torts/Individuals,Courts/Legal-System,Work/Employment,0.90,False,False,False,The situation involves someone else's actions causing harm or damage to one's property.
hex1,B,55,enklena kutunba maltd maruna samanda disain-n yera kandder.,Someone stole the design of the products my family makes and sells,IP/Identity,,Consumer/Money/Debt,Land/Property,Work/Employment,0.90,False,False,False,"The person is facing a problem with overcharging beyond what was agreed upon, likely related to a purchase or service."
hex1,B,56,enna popa onji vil budande tir poyi bokka enna megge-palayenakulu enan buddu astin pura pattonduller.,My father died without a will and my siblings are dividing everything without me,Estates/Wills,,Consumer/Money/Debt,Land/Property,Courts/Legal-System,0.95,False,False,False,"The situation involves an overcharge beyond what was agreed upon, which falls under consumer or money-related issues."
hex1,B,57,enna ammana bangar enk korper pand pandi bokka amma tir poyi bokka enna palaye aven pura dettonye.,My mother's jewelry was promised to me but my brother took it after she died,Estates/Wills,,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,The person is facing a problem with overcharging for something they purchased.
hex1,B,58,enna popa tir poyi bokka enna oppige ijjande enna popa-ammana illan maryer pandd gottand.,I found out my parents' house was sold after my father's death without our agreement,Estates/Wills,Land/Property,Consumer/Money/Debt,Courts/Legal-System,Estates/Wills,0.90,False,True,True,The situation involves an issue with payment or money owed from an agreement.
hex1,B,59,"enna mamu, ajjer-na jagan pattere kenondijjer.",My uncle is refusing to share the property left by my grandfather,Estates/Wills,Land/Property,Consumer/Money/Debt,Courts/Legal-System,Estates/Wills,0.90,False,True,True,The situation involves money owed without proper documentation or communication.
hex1,B,60,enna kandani tir poyi bokka enna kandanina kutunbadakulu enan enklena illad kulyere budondijjer.,After my husband passed away his family is not letting me stay in our house,Estates/Wills,Housing,Consumer/Money/Debt,Housing,Work/Employment,0.90,False,True,True,The situation involves an issue with payment or overcharging.
hex1,C_sparse,41,enkulu nadetonduittinapaga enna baritaklena nayi enna balen cuccind.,My neighbor's dog bit my child while we were walking,Torts/Individuals,,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,The person is being asked to pay for something that was taken without permission and refuses to leave.
hex1,C_sparse,42,ero enklena untondu ittina karg akd poyer.,Someone crashed into my parked vehicle and drove away,Torts/Individuals,,Consumer/Money/Debt,Land/Property,Courts/Legal-System,0.90,False,False,False,The situation involves an issue with payment or money owed from an agreement.
hex1,C_sparse,43,onji beledaye enna mitt saman budpad enk tagnd.,A worker dropped something that injured me,Torts/Individuals,,Courts/Legal-System,Consumer/Money/Debt,Land/Property,0.85,False,False,False,The person is asking for help understanding their legal situation which may involve confusion about the court system or where to file a complaint.
hex1,C_sparse,44,hallid yera enna bagge sullu pandd enna pudarn hal malter.,Someone spread lies about me that damaged my reputation in the village,Torts/Individuals,,Torts/Individuals,Land/Property,Housing,0.90,True,True,False,This involves physical harm/damage caused by another person's negligence.
hex1,C_sparse,45,enna nerekareda aklena pettalu enna pura bulen tindd hal maltnd.,My neighbor's cattle keep destroying my crops,Torts/Individuals,Land/Property,PARSE_FAILURE_NO_ANSWER,PARSE_FAILURE_NO_ANSWER,PARSE_FAILURE_NO_ANSWER,0.00,False,False,False,parse error
hex1,C_sparse,46,"enk nyayalayada onji kakaji baidnd, matra ait dada panonduller pandd gottiji.",I received a court notice but I don't understand what it is asking me to do,Courts/Legal-System,,Consumer/Money/Debt,Land/Property,Torts/Individuals,0.90,False,False,False,The person is being charged more than what was agreed upon likely related to a purchase or service.
hex1,C_sparse,47,"enk nyayalayag popina tarikh tatnd, dayeg panda enk erela epa e podu pandd pandijer.",I missed a court date because no one explained when I needed to appear,Courts/Legal-System,,Torts/Individuals,Land/Property,Housing,0.90,False,False,False,This situation involves property damage caused by another person's negligence.
hex1,C_sparse,48,enk enna kelsada dhanina mitt enca duru korodu pandd gottiji.,I don't know how to file a complaint against my employer,Courts/Legal-System,Work/Employment,Consumer/Money/Debt,Land/Property,Courts/Legal-System,0.95,False,True,True,The person is facing a problem with overcharging by a vendor or business.
hex1,C_sparse,49,polis-da akulu enna durun dettonere tayar ijjer.,The police would not register my complaint,Courts/Legal-System,,Housing,Courts/Legal-System,Torts/Individuals,0.95,False,True,True,The situation involves trespassing into a home or dwelling which falls under the Housing category.
hex1,C_sparse,50,"enk onji vakil bodu pandd pander, matra enk vakiln enca nadodu pandd gottiji.",I was told I need a lawyer but I don't know how to find one,Courts/Legal-System,,Courts/Legal-System,Estates/Wills,Land/Property,0.80,True,True,False,The person is asking for help understanding their legal situation and may be confused about which court to go to or where to file a complaint.
hex1,C_sparse,51,enk gottijande yera enna pudard sala dettonyer.,Someone opened a loan in my name without my knowledge,IP/Identity,Consumer/Money/Debt,Consumer/Money/Debt,Courts/Legal-System,Land/Property,0.95,False,True,True,The issue involves payment and agreement between a consumer (the person) and a business or service provider.
hex1,C_sparse,52,enada kenande yera enna photon jahiratud upayoga maltonduller.,My photo is being used in an advertisement without my permission,IP/Identity,,Courts/Legal-System,Torts/Individuals,Estates/Wills,0.90,False,False,False,The person is facing a problem with understanding which court to go to for legal action.
hex1,C_sparse,53,yera ennaleka anlain-d natane maltd enna kutunbadaklen dongi maltonduller.,Someone is pretending to be me online to trick my relatives,IP/Identity,,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,The person is facing a problem with an agreement involving payment and overcharging.
hex1,C_sparse,54,vova onji angadi enna kutunbada angadida pudaran upayoga maltondundu,A shop is using my family's business name without asking,IP/Identity,,Consumer/Money/Debt,Courts/Legal-System,Estates/Wills,0.90,False,False,False,The person is being asked to pay for something that was not agreed upon and feels cheated by this action.
hex1,C_sparse,55,enklena kutunba maltd maruna samanda disain-n yera kandder.,Someone stole the design of the products my family makes and sells,IP/Identity,,Courts/Legal-System,Estates/Wills,Land/Property,0.95,False,False,False,The person is facing a problem with understanding which court to go to for their legal issue.
hex1,C_sparse,56,enna popa onji vil budande tir poyi bokka enna megge-palayenakulu enan buddu astin pura pattonduller.,My father died without a will and my siblings are dividing everything without me,Estates/Wills,,Land/Property,Torts/Individuals,Courts/Legal-System,0.95,False,False,False,The situation involves damage to property (fence) caused by another individual without permission.
hex1,C_sparse,57,enna ammana bangar enk korper pand pandi bokka amma tir poyi bokka enna palaye aven pura dettonye.,My mother's jewelry was promised to me but my brother took it after she died,Estates/Wills,,Torts/Individuals,Land/Property,Courts/Legal-System,0.90,False,False,False,The person is asking for their mother's property to be fixed after it has been damaged by someone else.
hex1,C_sparse,58,enna popa tir poyi bokka enna oppige ijjande enna popa-ammana illan maryer pandd gottand.,I found out my parents' house was sold after my father's death without our agreement,Estates/Wills,Land/Property,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,The situation involves property damage caused by another individual.
hex1,C_sparse,59,"enna mamu, ajjer-na jagan pattere kenondijjer.",My uncle is refusing to share the property left by my grandfather,Estates/Wills,Land/Property,Courts/Legal-System,Estates/Wills,Land/Property,0.85,False,True,True,The individual seems to be confused about their legal situation and which court or where to file a complaint.
hex1,C_sparse,60,enna kandani tir poyi bokka enna kandanina kutunbadakulu enan enklena illad kulyere budondijjer.,After my husband passed away his family is not letting me stay in our house,Estates/Wills,Housing,Consumer/Money/Debt,Housing,Torts/Individuals,0.90,False,True,True,"The situation involves being charged more than what was agreed upon, likely related to a purchase or service."
hex1,C_full,41,enkulu nadetonduittinapaga enna baritaklena nayi enna balen cuccind.,My neighbor's dog bit my child while we were walking,Torts/Individuals,,Land/Property,Torts/Individuals,Courts/Legal-System,0.95,False,True,True,The situation involves an unauthorized entry onto someone's land which is a property rights issue.
hex1,C_full,42,ero enklena untondu ittina karg akd poyer.,Someone crashed into my parked vehicle and drove away,Torts/Individuals,,Consumer/Money/Debt,Housing,Work/Employment,0.90,False,False,False,The situation involves an issue with payment or debt related to a consumer transaction.
hex1,C_full,43,onji beledaye enna mitt saman budpad enk tagnd.,A worker dropped something that injured me,Torts/Individuals,,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,The situation involves someone occupying or taking control of another's property (land) without permission.
hex1,C_full,44,hallid yera enna bagge sullu pandd enna pudarn hal malter.,Someone spread lies about me that damaged my reputation in the village,Torts/Individuals,,Land/Property,Torts/Individuals,Housing,0.95,False,True,True,The situation involves someone entering and damaging the property without permission.
hex1,C_full,45,enna nerekareda aklena pettalu enna pura bulen tindd hal maltnd.,My neighbor's cattle keep destroying my crops,Torts/Individuals,Land/Property,Torts/Individuals,Land/Property,Courts/Legal-System,0.90,True,True,False,This involves physical harm/damage caused by another person's action (trespassing)
hex1,C_full,46,"enk nyayalayada onji kakaji baidnd, matra ait dada panonduller pandd gottiji.",I received a court notice but I don't understand what it is asking me to do,Courts/Legal-System,,Consumer/Money/Debt,Housing,Courts/Legal-System,0.95,False,True,True,The person is facing a problem with overcharging for something they purchased or received.
hex1,C_full,47,"enk nyayalayag popina tarikh tatnd, dayeg panda enk erela epa e podu pandd pandijer.",I missed a court date because no one explained when I needed to appear,Courts/Legal-System,,Land/Property,Courts/Legal-System,Torts/Individuals,0.90,False,True,True,"The issue involves something being taken or missing, which suggests a problem with land or property."
hex1,C_full,48,enk enna kelsada dhanina mitt enca duru korodu pandd gottiji.,I don't know how to file a complaint against my employer,Courts/Legal-System,Work/Employment,Land/Property,Courts/Legal-System,Torts/Individuals,0.90,False,True,True,The person is describing a situation where someone else's property (land) has been taken without permission.
hex1,C_full,49,polis-da akulu enna durun dettonere tayar ijjer.,The police would not register my complaint,Courts/Legal-System,,Housing,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,"The situation involves unauthorized entry into a home, which is related to landlord-tenant disputes or trespassing issues under the Housing category."
hex1,C_full,50,"enk onji vakil bodu pandd pander, matra enk vakiln enca nadodu pandd gottiji.",I was told I need a lawyer but I don't know how to find one,Courts/Legal-System,,Consumer/Money/Debt,Courts/Legal-System,Land/Property,0.90,False,True,True,"The situation involves a dispute over payment or something owed, which falls under the category of Consumer/Money/Debt."
hex1,C_full,51,enk gottijande yera enna pudard sala dettonyer.,Someone opened a loan in my name without my knowledge,IP/Identity,Consumer/Money/Debt,Consumer/Money/Debt,Land/Property,Work/Employment,0.90,False,True,True,The person is facing a problem where they are not receiving payment for something likely a loan or debt.
hex1,C_full,52,enada kenande yera enna photon jahiratud upayoga maltonduller.,My photo is being used in an advertisement without my permission,IP/Identity,,Land/Property,Courts/Legal-System,Torts/Individuals,0.90,False,False,False,The issue involves problems related to land or property rights.
hex1,C_full,53,yera ennaleka anlain-d natane maltd enna kutunbadaklen dongi maltonduller.,Someone is pretending to be me online to trick my relatives,IP/Identity,,Consumer/Money/Debt,Land/Property,Work/Employment,0.90,False,False,False,"The situation involves overcharging beyond what was agreed upon, which falls under consumer and money-related issues."
hex1,C_full,54,vova onji angadi enna kutunbada angadida pudaran upayoga maltondundu,A shop is using my family's business name without asking,IP/Identity,,Housing,Courts/Legal-System,Torts/Individuals,0.90,False,False,False,This involves an unauthorized entry into a dwelling.
hex1,C_full,55,enklena kutunba maltd maruna samanda disain-n yera kandder.,Someone stole the design of the products my family makes and sells,IP/Identity,,Consumer/Money/Debt,Courts/Legal-System,Estates/Wills,0.90,False,False,False,The situation involves a dispute over payment for something that was not agreed upon.
hex1,C_full,56,enna popa onji vil budande tir poyi bokka enna megge-palayenakulu enan buddu astin pura pattonduller.,My father died without a will and my siblings are dividing everything without me,Estates/Wills,,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,False,False,The situation involves unauthorized entry into someone's property.
hex1,C_full,57,enna ammana bangar enk korper pand pandi bokka amma tir poyi bokka enna palaye aven pura dettonye.,My mother's jewelry was promised to me but my brother took it after she died,Estates/Wills,,Torts/Individuals,Land/Property,Courts/Legal-System,0.90,False,False,False,The person is asking for their mother's property to be repaired after it has been damaged by someone else.
hex1,C_full,58,enna popa tir poyi bokka enna oppige ijjande enna popa-ammana illan maryer pandd gottand.,I found out my parents' house was sold after my father's death without our agreement,Estates/Wills,Land/Property,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,The person is describing an issue with property being taken without permission and refusing to leave.
hex1,C_full,59,"enna mamu, ajjer-na jagan pattere kenondijjer.",My uncle is refusing to share the property left by my grandfather,Estates/Wills,Land/Property,Land/Property,Courts/Legal-System,Torts/Individuals,0.90,False,True,True,The situation involves someone occupying land without permission and refusing to leave.
hex1,C_full,60,enna kandani tir poyi bokka enna kandanina kutunbadakulu enan enklena illad kulyere budondijjer.,After my husband passed away his family is not letting me stay in our house,Estates/Wills,Housing,Consumer/Money/Debt,Courts/Legal-System,Torts/Individuals,0.90,False,False,False,The situation involves an issue with payment or debt related to a consumer transaction.
hex1,D_sparse,41,ಎಂಕುಲು ನಡೆತೊಂದುಿತ್ತಿನಪಗ ಎನ್ನ ಬರಿತ್ಅಕ್ಲೆನ ನಾಯಿ ಎನ್ನ ಬಾಲೆನ್ ಚೂಚ್ಚಿಂಡ್.,My neighbor's dog bit my child while we were walking,Torts/Individuals,,Torts/Individuals,Land/Property,Courts/Legal-System,0.90,True,True,False,This involves harm caused to an individual by another person's negligence.
hex1,D_sparse,42,ಏರೊ ಎಂಕ್ಲೆನ ಉಂತೋಂದು ಇತ್ತಿನ ಕಾರ್ಗ್ ಆಕ್ದ್ ಪೋಯೆರ್.,Someone crashed into my parked vehicle and drove away,Torts/Individuals,,Land/Property,Courts/Legal-System,Torts/Individuals,0.90,False,True,True,The situation involves trespassing into a home or dwelling.
hex1,D_sparse,43,ಒಂಜಿ ಬೇಲೆದಾಯೆ ಎನ್ನ ಮಿತ್ತ್ ಸಾಮಾನ್ ಬೂಡ್ಪಾದ್ ಎಂಕ್ ತಾಗ್ಂಡ್.,A worker dropped something that injured me,Torts/Individuals,,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,The situation involves property being taken without permission.
hex1,D_sparse,44,ಹಳ್ಳಿಡ್ ಯೇರಾ ಎನ್ನ ಬಾಗ್ಗೆ ಸುಳ್ಳು ಪಂಡ್ಡ್ ಎನ್ನ ಪುದರ್ನ್ ಹಾಳ್ ಮಲ್ತೆರ್.,Someone spread lies about me that damaged my reputation in the village,Torts/Individuals,,Torts/Individuals,Housing,Courts/Legal-System,0.90,True,True,False,This involves personal injury or property damage caused by another individual's negligence.
hex1,D_sparse,45,ಎನ್ನ ನೆರೆಕರೆದ ಅಕ್ಲೆನ ಪೆತ್ತಲು ಎನ್ನ ಪೂರಾ ಬುಳೆನ್ ತಿಂದ್ಡ್ ಹಾಳ್ ಮಲ್ತ್ಂಡ್.,My neighbor's cattle keep destroying my crops,Torts/Individuals,Land/Property,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,The situation involves someone occupying and damaging land without permission.
hex1,D_sparse,46,"ಎಂಕ್ ನ್ಯಾಯಾಲಯದ ಒಂಜಿ ಕಾಕಜಿ ಬೈದ್ಂಡ್, ಮಾತ್ರ ಐಟ್ ದಾದ ಪಣೊಂದುಲ್ಲೆರ್ ಪಂಡ್ಡ್ ಗೊತ್ತಿಜಿ.",I received a court notice but I don't understand what it is asking me to do,Courts/Legal-System,,Courts/Legal-System,Land/Property,Torts/Individuals,0.95,True,True,False,The person is confused about which court to go to and has a complaint that needs to be filed.
hex1,D_sparse,47,"ಎಂಕ್ ನ್ಯಾಯಾಲಯಗ್ ಪೋಪಿನ ತಾರೀಖ್ ತತ್ಂಡ್, ದಾಯೆಗ್ ಪಂಡ ಎಂಕ್ ಏರೇಲಾ ಏಪ ಏ ಪೋಡು ಪಂಡ್ಡ್ ಪಂಡಿಜೆರ್.",I missed a court date because no one explained when I needed to appear,Courts/Legal-System,,Courts/Legal-System,Estates/Wills,Torts/Individuals,0.95,True,True,False,The person is confused about which court to go to and what complaint to file due to their opponent being located in a different place or jurisdiction.
hex1,D_sparse,48,ಎಂಕ್ ಎನ್ನ ಕೆಲ್ಸದ ಧನಿನ ಮಿತ್ತ್ ಎಂಚ ದೂರು ಕೊರೋಡು ಪಂಡ್ಡ್ ಗೊತ್ತಿಜಿ.,I don't know how to file a complaint against my employer,Courts/Legal-System,Work/Employment,Housing,Consumer/Money/Debt,Work/Employment,0.90,False,True,True,The issue involves a dispute with the landlord regarding the return of the security deposit.
hex1,D_sparse,49,ಪೊಲೀಸ್-ದ ಅಕುಲು ಎನ್ನ ದೂರುನ್ ದೆತ್ತೊನೆರೆ ತಯಾರ್ ಇಜ್ಜೆರ್.,The police would not register my complaint,Courts/Legal-System,,Courts/Legal-System,Torts/Individuals,Housing,0.90,True,True,False,The person has reported an incident to the police but there is no response or action taken by the police department.
hex1,D_sparse,50,"ಎಂಕ್ ಒಂಜಿ ವಕೀಲ್ ಬೋಡು ಪಂಡ್ಡ್ ಪಂಡೆರ್, ಮಾತ್ರ ಎಂಕ್ ವಕೀಲ್ನ್ ಎಂಚ ನಾಡೋಡು ಪಂಡ್ಡ್ ಗೊತ್ತಿಜಿ.",I was told I need a lawyer but I don't know how to find one,Courts/Legal-System,,Work/Employment,Consumer/Money/Debt,Torts/Individuals,0.95,False,False,False,The dispute involves a lawyer-client relationship and the termination of an agreement without cause.
hex1,D_sparse,51,ಎಂಕ್ ಗೊತ್ತಿಜಂದೇ ಯೇರಾ ಎನ್ನ ಪುದರ್ಡ್ ಸಾಲ ದೆತ್ತೊನ್ಯೆರ್.,Someone opened a loan in my name without my knowledge,IP/Identity,Consumer/Money/Debt,Land/Property,Estates/Wills,Courts/Legal-System,0.95,False,False,False,The situation involves someone taking property without permission.
hex1,D_sparse,52,ಎನಡ ಕೇನಂದೇ ಯೇರಾ ಎನ್ನ ಫೋಟೋನ್ ಜಾಹೀರಾತುಡ್ ಉಪಯೋಗ ಮಲ್ತೊಂದುಲ್ಲೆರ್.,My photo is being used in an advertisement without my permission,IP/Identity,,IP/Identity,Courts/Legal-System,Torts/Individuals,0.95,True,True,False,The situation involves someone using the person's name without permission for commercial purposes.
hex1,D_sparse,53,ಯೇರಾ ಎನ್ನಲೆಕ ಆನ್‌ಲೈನ್-ಡ್ ನಟನೆ ಮಲ್ತ್ಡ್ ಎನ್ನ ಕುಟುಂಬದಕ್ಲೆನ್ ಡೋಂಗಿ ಮಲ್ತೊಂದುಲ್ಲೆರ್.,Someone is pretending to be me online to trick my relatives,IP/Identity,,Land/Property,Courts/Legal-System,Estates/Wills,0.90,False,False,False,The situation involves someone taking land or property without permission.
hex1,D_sparse,54,ವೊವಾ ಒಂಜಿ ಅಂಗಡಿ ಎನ್ನ ಕುಟುಂಬದ ಅಂಗಡಿದ ಪುದರನ್ ಉಪಯೋಗ ಮಲ್ತೊಂದುಂಡು,A shop is using my family's business name without asking,IP/Identity,,Land/Property,Torts/Individuals,Work/Employment,0.90,False,False,False,The situation involves someone using property (the family's store) without permission.
hex1,D_sparse,55,ಎಂಕ್ಲೆನ ಕುಟುಂಬ ಮಲ್ತ್ಡ್ ಮಾರುನ ಸಾಮಾಂದ ಡಿಸೈನ್-ನ್ ಯೇರಾ ಕಂಡ್ದೆರ್.,Someone stole the design of the products my family makes and sells,IP/Identity,,Land/Property,Courts/Legal-System,Torts/Individuals,0.95,False,False,False,This situation involves someone taking land or property without permission.
