condition,id,display_text,english_gloss,list_primary,list_secondary,pred_top1,pred_top2,pred_top3,top1_confidence,hits1,hits3,partial_credit,used_rag,n_passages_survived,top1_reasoning
CRAG_judge_kannada,11,ಅಕುಲು ಎಂಕುಲು ನಿರ್ಣಯ ಮಲ್ತಿನ ಸಮಯಡ್ದ ದುಂಬೇ ಓಪ್ಪಂದನ್ ಮುಗಿಪಾಯೇರ್.,They ended our agreement before the time we decided,Consumer/Money/Debt,Courts/Legal-System,Estates/Wills,Land/Property,Torts/Individuals,0.90,False,False,False,True,3,The situation involves a family dispute over inheritance and property rights.
CRAG_judge_kannada,12,"ಯಾನ್ ದಸ್ಕತ್ ಪಾಡ್ಯೇ, ಮಾತ್ರ ಕಾಕಜಿಡ್ ದಾದಾ ಬರೆತ್ಂಡ್ ಪಂದ್ ಗೊತ್ತಿಜಿ.",I signed a paper but did not understand what it said,Courts/Legal-System,Consumer/Money/Debt,Torts/Individuals,Work/Employment,Courts/Legal-System,0.80,False,True,True,True,2,"The situation involves a dispute over property rights and inheritance, which is a personal matter between individuals."
CRAG_judge_kannada,13,ಯಾನ್ ಕಾಕಜಿಡ್ ದಸ್ಕತ್ ಪಾಡಿ ಬೊಕ್ಕ ಎಂಕುಲು ತಿರ್ಪು ಮಲ್ತಿನ ವಿಷಯನ್ ಅಕುಲು ಮಲ್ಪೇರೆ ಕೇನೋಂದಿಜೇರ್.,After I signed the paper they did not do what they agreed to,Consumer/Money/Debt,,Estates/Wills,Land/Property,Housing,0.90,False,False,False,True,3,"The situation involves family members taking control of someone's property, which is a common issue related to estates and wills."
CRAG_judge_kannada,14,ಎಂಕ್ ವೋವೂ ನ್ಯಾಯಾಲಯಗ್ ಪೋಡು ಪಂದ್ ಗೊತ್ತಿಜಿ.,I don't know which court I should go to,Courts/Legal-System,,ERROR,ERROR,ERROR,0.00,False,False,False,True,3,generation failed
CRAG_judge_kannada,15,ಎನಡ್ದ ಸಾಲ ದೆತೋಂದಿನ ಜನ ಬೇತೆ ಜಾಗಡ್ ಉಲ್ಲೇರ್.,The person who owes me money is in a different place,Courts/Legal-System,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,Work/Employment,0.80,False,True,True,True,3,"The situation involves a personal or individual-level conflict with others in the neighborhood, which suggests a tort-related issue."
CRAG_judge_kannada,16,ಎನ್ನ ಬರೀತಕ್ಲೇನ ಮರ ಎನ್ನ ಇಲ್ಲ್ದ ಮಿತ್ತ್ ಬೂರ್ದ ಎನ್ನ ಇಲ್ಲನ್ ಹಾಳ್ ಮಲ್ತ್ಂಡ್.,My neighbor's tree fell on my house and damaged it,Torts/Individuals,Housing,Housing,Torts/Individuals,Consumer/Money/Debt,0.90,False,True,True,True,3,The primary issue is with the physical structure of the house.
CRAG_judge_kannada,17,"ಏರೋ ಎನ್ನ ಓಪ್ಪಿಗೆ ಇಜ್ಜಂದೆ ಎನ್ನ ಜಾಗಡ್ ಕುಲೋಂದು, ಇತ್ತೇ ಬುಡ್ದ ಪೋಪುಜೇರ್.",Someone is living on my land without asking and won't leave,Land/Property,Housing,Land/Property,Torts/Individuals,Work/Employment,0.90,True,True,False,True,3,The situation involves a dispute over a person's right to occupy their own property.
CRAG_judge_kannada,18,ಏರೋ ಅಕ್ಲೇನ ಸಾಮಾನ್ನ್ ಎನ್ನ ಪುದರ್ಡ ಮಾರೋಂದುಲೇರ್.,Someone is selling their things using my name,IP/Identity,,Estates/Wills,Land/Property,Housing,0.90,False,False,False,True,3,"The situation involves the person's father's property and inheritance, which falls under the category of estates and wills."
CRAG_judge_kannada,19,ಎನ್ನ ಪರಾತ್ತ ಧನಿ ಎನ್ನ ಸ್ವಂತ ವ್ಯಾಪಾರನ್ ಸುರು ಮಲ್ಪೆರೆ ಬುಡೋಂದಿಜೇರ್.,My old employer is stopping me from starting my own work,Work/Employment,,Work/Employment,IP/Identity,Torts/Individuals,0.90,True,True,False,True,3,"The person is trying to start their own business, which falls under the realm of employment or entrepreneurship."
CRAG_judge_kannada,20,ಎನ್ನ ಪೋಪ ತೀರ್ ಪೋಯಿ ಬೊಕ್ಕ ಎಂಕ್ ಬರ್ಪಿನ ಜಾಗನ್ ಎನ್ನ ಕುಟುಂಬದಕುಲು ದೇತೋಣ್ಯೇರ್.,After my father passed away my family took the land that was meant to be given to me,Estates/Wills,Land/Property,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,True,3,The situation involves a dispute over property rights within a family.
CRAG_judge_english_gloss,1,ಎನ್ನ ಧನಿ ಕಾಸ್ನ್ ವಾಪಸ್ ಕೊರ್ತಿಜೇರ್.,My landlord did not give back my money,Housing,Consumer/Money/Debt,Consumer/Money/Debt,Housing,Torts/Individuals,0.90,False,True,True,True,2,The person is dealing with a financial issue where their landlord owes them money.
CRAG_judge_english_gloss,2,ಎನ್ನ ಧನಿ ಈ ತಿಂಗೋಲ್ದ ಸಂಬಳನ್ ಕೊರ್ತಿಜೇರ್.,My employer did not pay me this month,Work/Employment,,Work/Employment,Consumer/Money/Debt,Housing,0.90,True,True,False,False,0,Employment issue with salary payment
CRAG_judge_english_gloss,3,ಏರಾ ಎನ್ನ ಬೇಲಿನ್ ಹಾಳ್ ಮಲ್ತ್ದ್ ನನ್ಲಾ ಸರಿ ಮಲ್ತಿಜೇರ್.,Someone broke my fence and did not fix it,Torts/Individuals,,Torts/Individuals,Land/Property,Housing,0.90,True,True,False,True,1,Property damage caused by another person
CRAG_judge_english_gloss,4,ಯಾನ್ ಏರೇಗಾ ಕಾಸ್ ಕೊರಿ ಬೊಕ್ಕ ಅಕುಲು ತಪ್ಪಾಯೇರ್.,I gave someone money and they disappeared,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Housing,0.90,True,True,False,True,2,The situation involves a money transaction gone wrong.
CRAG_judge_english_gloss,5,ಎನ್ನ ಬರೀತಕುಲು ಎನ್ನ ಜಾಗನ್ ದೆತ್ತೇರ್.,My neighbor took my land,Land/Property,,Land/Property,Torts/Individuals,Housing,0.90,True,True,False,False,0,Unauthorized occupation of land
CRAG_judge_english_gloss,6,ಏರಾ ಎಂಕ್ ಬಡುಟು ಆಕಿ ಬೊಕ್ಕ ಎನ್ನ ಕೈ ಬೇನೆ ಆವೊಂದುಂಡು.,After someone hit me with a stick my hand hurts,Torts/Individuals,,Torts/Individuals,Land/Property,Housing,0.90,True,True,False,False,0,Property taken without permission
CRAG_judge_english_gloss,7,ಎನ್ನ ಧನಿ ಕಾರಣ ಕೊರಂದೆ ಯಾನ್ ಕೆಲಸ ಬುಡೊಡು ಪಂದ್ ಪಂಡೆರ್.,My boss told me to leave without any reason,Work/Employment,,Work/Employment,Housing,Torts/Individuals,0.90,True,True,False,True,1,The situation revolves around the person's employment relationship with their employer.
CRAG_judge_english_gloss,8,ಯಾನ್ ಸಾಲ ಕೊರಿ ಬೊಕ್ಕ ಎಂಕ್ ಕಾಸ್ ವಾಪಾಸ್ ಕೊರೋಂದಿಜ್ಜೆರ್.,The person I lent money to is not returning it,Consumer/Money/Debt,,Consumer/Money/Debt,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,True,2,The person is struggling to pay off debts and seeking help.
CRAG_judge_english_gloss,9,ಎನ್ನ ಓಪ್ಪಿಗೆ ಇಜ್ಜಂದೆ ಏರೋ ಎನ್ನ ಇಲ್ಲ್ದ ಉಲಯಿ ಬತ್ತೇರ್.,Someone came into my house without my permission,Housing,,Housing,Torts/Individuals,Consumer/Money/Debt,0.90,True,True,False,True,2,The situation involves a dispute over ownership and possession of a house.
CRAG_judge_english_gloss,10,ಅಕಲೆಗ್ ಎಂಕುಲು ನಿರ್ಣಯ ಮಲ್ತಿನ ಐಡ್ದ್ ಜಾಸ್ತಿ ಕಾಸ್ ಕೇನೋಂದುಲೇರ್.,They want more money than what we decided,Consumer/Money/Debt,,Estates/Wills,Courts/Legal-System,Land/Property,0.90,False,False,False,True,3,"The situation involves a dispute over property rights, which is a common issue related to estates and wills."
CRAG_judge_english_gloss,11,ಅಕುಲು ಎಂಕುಲು ನಿರ್ಣಯ ಮಲ್ತಿನ ಸಮಯಡ್ದ ದುಂಬೇ ಓಪ್ಪಂದನ್ ಮುಗಿಪಾಯೇರ್.,They ended our agreement before the time we decided,Consumer/Money/Debt,Courts/Legal-System,Estates/Wills,Torts/Individuals,Housing,0.90,False,False,False,True,2,"The situation involves a family member's death and the distribution of their assets, which is typically handled through an estate or will."
CRAG_judge_english_gloss,12,"ಯಾನ್ ದಸ್ಕತ್ ಪಾಡ್ಯೇ, ಮಾತ್ರ ಕಾಕಜಿಡ್ ದಾದಾ ಬರೆತ್ಂಡ್ ಪಂದ್ ಗೊತ್ತಿಜಿ.",I signed a paper but did not understand what it said,Courts/Legal-System,Consumer/Money/Debt,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,True,2,The situation appears to be centered around a dispute over property rights and ownership.
CRAG_judge_english_gloss,13,ಯಾನ್ ಕಾಕಜಿಡ್ ದಸ್ಕತ್ ಪಾಡಿ ಬೊಕ್ಕ ಎಂಕುಲು ತಿರ್ಪು ಮಲ್ತಿನ ವಿಷಯನ್ ಅಕುಲು ಮಲ್ಪೇರೆ ಕೇನೋಂದಿಜೇರ್.,After I signed the paper they did not do what they agreed to,Consumer/Money/Debt,,Courts/Legal-System,Torts/Individuals,IP/Identity,0.90,False,False,False,True,1,Signed document leading to legal action
CRAG_judge_english_gloss,14,ಎಂಕ್ ವೋವೂ ನ್ಯಾಯಾಲಯಗ್ ಪೋಡು ಪಂದ್ ಗೊತ್ತಿಜಿ.,I don't know which court I should go to,Courts/Legal-System,,Courts/Legal-System,Torts/Individuals,Work/Employment,0.90,True,True,False,True,1,"The person wants to go to court and knows they have a case, indicating that they are seeking legal recourse or clarification on a legal issue."
CRAG_judge_english_gloss,15,ಎನಡ್ದ ಸಾಲ ದೆತೋಂದಿನ ಜನ ಬೇತೆ ಜಾಗಡ್ ಉಲ್ಲೇರ್.,The person who owes me money is in a different place,Courts/Legal-System,Consumer/Money/Debt,Housing,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,True,3,"The situation involves a dispute over property boundaries, which is a classic housing issue."
CRAG_judge_english_gloss,16,ಎನ್ನ ಬರೀತಕ್ಲೇನ ಮರ ಎನ್ನ ಇಲ್ಲ್ದ ಮಿತ್ತ್ ಬೂರ್ದ ಎನ್ನ ಇಲ್ಲನ್ ಹಾಳ್ ಮಲ್ತ್ಂಡ್.,My neighbor's tree fell on my house and damaged it,Torts/Individuals,Housing,Torts/Individuals,Land/Property,Housing,0.90,True,True,False,True,1,Physical harm/damage caused by another person to the person's property without permission
CRAG_judge_english_gloss,17,"ಏರೋ ಎನ್ನ ಓಪ್ಪಿಗೆ ಇಜ್ಜಂದೆ ಎನ್ನ ಜಾಗಡ್ ಕುಲೋಂದು, ಇತ್ತೇ ಬುಡ್ದ ಪೋಪುಜೇರ್.",Someone is living on my land without asking and won't leave,Land/Property,Housing,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,True,2,"The situation involves an individual's inability to occupy their property, which suggests a problem related to the ownership or possession of the land or property."
CRAG_judge_english_gloss,18,ಏರೋ ಅಕ್ಲೇನ ಸಾಮಾನ್ನ್ ಎನ್ನ ಪುದರ್ಡ ಮಾರೋಂದುಲೇರ್.,Someone is selling their things using my name,IP/Identity,,Estates/Wills,Land/Property,Consumer/Money/Debt,0.90,False,False,False,True,3,"The situation involves inheritance and distribution of assets, which are typical issues related to estates and wills."
CRAG_judge_english_gloss,19,ಎನ್ನ ಪರಾತ್ತ ಧನಿ ಎನ್ನ ಸ್ವಂತ ವ್ಯಾಪಾರನ್ ಸುರು ಮಲ್ಪೆರೆ ಬುಡೋಂದಿಜೇರ್.,My old employer is stopping me from starting my own work,Work/Employment,,Work/Employment,Torts/Individuals,Courts/Legal-System,0.90,True,True,False,True,2,"The person is trying to start their own business, which falls under the umbrella of employment or work-related issues."
CRAG_judge_english_gloss,20,ಎನ್ನ ಪೋಪ ತೀರ್ ಪೋಯಿ ಬೊಕ್ಕ ಎಂಕ್ ಬರ್ಪಿನ ಜಾಗನ್ ಎನ್ನ ಕುಟುಂಬದಕುಲು ದೇತೋಣ್ಯೇರ್.,After my father passed away my family took the land that was meant to be given to me,Estates/Wills,Land/Property,Land/Property,Torts/Individuals,Courts/Legal-System,0.90,False,True,True,True,3,The situation involves a dispute over property rights with family members.
